,date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
540,2014-11-28,Considerable,3.0,Moderate,2.0,Low,1.0,Rapid cooling should help stabilize the snowpack and lower the avalanche danger heading into the weekend.
541,2014-11-29,Moderate,2.0,Low,1.0,Low,1.0,Heavy rain followed by rapid cooling has helped stabilize the snowpack and lower avalanche danger. Unfortunately it's probably damaged the snow quality too!
542,2014-11-30,Moderate,2.0,Low,1.0,Low,1.0,Outflow winds are transporting snow in the alpine into pockets of windslab. Cold and clear weather is forecast to continue.
543,2014-12-01,Moderate,2.0,Low,1.0,Low,1.0,Little change expected in the danger ratings until the next storm.
544,2014-12-02,Moderate,2.0,Low,1.0,Low,1.0,Changing wind directions may have developed windslabs or an icy crust on any aspect. Windslabs may slide easily where they are sitting on a hard crust.
545,2014-12-03,Moderate,2.0,Low,1.0,Low,1.0,Windslabs continue to be a problem for human triggering in the alpine and at treeline where the changing winds have transported snow and scoured down to the icy crust.
546,2014-12-04,Moderate,2.0,Low,1.0,Low,1.0,The weather pattern starts to change to a mild and moist southwest flow on Thursday. Expect temperatures to rise Thursday with precipitation likely later in the day.
547,2014-12-05,Moderate,2.0,Moderate,2.0,Low,1.0,Expect a big difference in precipitation amounts and temperatures from Howe Sound (warm and wet) up to Whistler (not quite as warm or wet). Regional conditions could vary quite a bit this weekend.
548,2014-12-06,Moderate,2.0,Moderate,2.0,Low,1.0,"A series of weather systems are forecast over the next few days. Expect snow at higher elevations, building fresh storm and wind slabs."
549,2014-12-07,Moderate,2.0,Moderate,2.0,Low,1.0,Sunday should see a brief lull in the weather before we're hit by an onslaught of strong weather systems next week.
550,2014-12-08,Considerable,3.0,Moderate,2.0,Low,1.0,"This Will be a Week of Dubyas: Windy, Wet and Warm! Expect increasing hazard and widespread natural avalanche activity by Tuesday."
551,2014-12-09,High,4.0,Considerable,3.0,Low,1.0,"Warm, windy and wet weather is expected to result in natural avalanche activity and increased avalanche danger."
552,2014-12-10,High,4.0,Considerable,3.0,Low,1.0,"Warm, windy and wet weather is expected to result in natural avalanche activity and increased avalanche danger."
553,2014-12-11,Considerable,3.0,Considerable,3.0,Low,1.0,Fresh storm and wind slabs will likely take a few days to strengthen.
554,2014-12-12,Considerable,3.0,Considerable,3.0,Low,1.0,Expect slowly improving conditions over the next few days.
555,2014-12-13,Considerable,3.0,Moderate,2.0,Low,1.0,"Although avalanche danger has decreased post-storm, take a cautious approach and gather your own snow pack information before committing to exposed terrain."
556,2014-12-14,Moderate,2.0,Moderate,2.0,Low,1.0,"Recent avalanches have failed on a deeply buried weak layer. Although the chances of triggering a deep slab are dropping, the consequences remain high."
557,2014-12-15,Moderate,2.0,Moderate,2.0,Low,1.0,"Recent avalanches have failed on a deeply buried weak layer. Although the chances of triggering a deep slab are dropping, the consequences remain high."
558,2014-12-16,Moderate,2.0,Low,1.0,Low,1.0,Click the Avalanche Information tab at the top of the page and share your backcountry observations!
559,2014-12-17,Moderate,2.0,Low,1.0,Low,1.0,Click the Avalanche Information tab at the top of the page and share your backcountry observations!
560,2014-12-18,Moderate,2.0,Low,1.0,Low,1.0,Avalanche danger trending up over the next few days due to another warm storm moving in from the Southwest.
561,2014-12-19,Considerable,3.0,Moderate,2.0,Low,1.0,Avalanche danger is increasing as the new storm moves in from the Southwest.
562,2014-12-20,High,4.0,Considerable,3.0,Moderate,2.0,Avalanche danger rising to HIGH as the storm slab continues to develop.
563,2014-12-21,High,4.0,Considerable,3.0,Moderate,2.0,Continued loading from new snow and strong winds will result in High avalanche danger in the alpine.
564,2014-12-22,Considerable,3.0,Moderate,2.0,Low,1.0,Avalanche danger is expected to drop a bit for Monday in the wake of the recent storm as a drier and cooler ridge moves into the region.
565,2014-12-23,High,4.0,Considerable,3.0,Moderate,2.0,New storm snow with strong winds will quickly increase the hazard on Tuesday.
566,2014-12-24,High,4.0,Considerable,3.0,Moderate,2.0,A storm slab sitting on a touchy weak layer means conditions will remain tricky over the next few days. Continue to make conservative decisions and have a safe holiday.
567,2014-12-25,Considerable,3.0,Considerable,3.0,Moderate,2.0,A buried weak layer means tricky conditions will persist for several days. Make conservative terrain choices and have a safe holiday period.
568,2014-12-26,Moderate,2.0,Moderate,2.0,Low,1.0,Tricky conditions may still exist in parts of the region.  Investigate the local stability in your riding area before committing yourself to avalanche terrain.
569,2014-12-27,Considerable,3.0,Moderate,2.0,Moderate,2.0,Hazard will increase during the storm on Saturday.  Give the new snow time to stabilize and avoid areas with heavy wind loading.
570,2014-12-28,Moderate,2.0,Moderate,2.0,Low,1.0,Be alert to a developing wind slab problem.
571,2014-12-29,Moderate,2.0,Moderate,2.0,Low,1.0,"Good weather for backcountry travel, but stay alert to variable avalanche conditions."
572,2014-12-30,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for fresh wind slabs in unusual locations.
573,2014-12-31,Considerable,3.0,Moderate,2.0,Moderate,2.0,Confidence is poor due to wildly variable wind slabs and a forecasted Above Freezing Layer that suggests we may not get a refreeze between 1500m and 2800m until Friday.
574,2015-01-01,Moderate,2.0,Moderate,2.0,Low,1.0,This is not your typical South Coast snowpack. Continue to exercise discipline with your terrain choices.
575,2015-01-02,Moderate,2.0,Moderate,2.0,Low,1.0,Recent warm temperatures have helped settle the wind slab problem but there is still potential for triggering deep slides in wind loaded terrain. 
576,2015-01-03,Moderate,2.0,Moderate,2.0,Low,1.0,We are on the verge of another sharp transition from cold and dry to wet and mild. Avalanche danger is expected to rise quickly on Sunday.
577,2015-01-04,Considerable,3.0,Moderate,2.0,Moderate,2.0,Heavy snow followed by warming temperatures and rain will push avalanche danger to HIGH by Monday and tip off a natural avalanche cycle.
578,2015-01-05,High,4.0,High,4.0,High,4.0,Conditions are primed for natural and human triggered avalanches. Avoid all avalanche terrain and be aware of overhead hazard.
579,2015-01-06,High,4.0,High,4.0,Considerable,3.0,Storm conditions Monday overnight means High hazard for Tuesday.  Be conservative in your terrain choices and give the snowpack time to stabilize.
580,2015-01-07,Considerable,3.0,Considerable,3.0,Moderate,2.0,Tricky conditions are expected for Wednesday with a new storm slab sitting on a potentially touchy weak layer. Don't let the warm air and sunny conditions make you over confident.
581,2015-01-08,Moderate,2.0,Moderate,2.0,Moderate,2.0,Avalanche conditions are improving quickly but problems still exist. Use extra caution on steep south facing slopes when the sun is out.
582,2015-01-09,Moderate,2.0,Moderate,2.0,Low,1.0,The surface crust has improved stability but poor ski conditions are being reported.  Use extra caution anywhere that you are breaking through the crust.
583,2015-01-10,Moderate,2.0,Low,1.0,Low,1.0,"Very light snowfall is expected for the weekend. If more significant accumulations develop, wind slabs should be on you radar at higher elevations."
584,2015-01-11,Low,1.0,Low,1.0,Low,1.0,"Light snow is forecast for the next two days. If more significant snowfall occurs, be on the lookout for wind slab formation at treeline and above."
585,2015-01-12,Low,1.0,Low,1.0,Low,1.0,"New wind-blown snow on hard crust, or recently formed wind slabs in the alpine deserve careful consideration."
586,2015-01-13,Low,1.0,Low,1.0,Low,1.0,"Staying safe involves careful consideration during this ""drought"" of fresh soft snow. Stay conservative in your terrain choices."
587,2015-01-14,Low,1.0,Low,1.0,Low,1.0,"Staying safe involves careful consideration during this ""drought"" of fresh soft snow. Be conservative in your terrain choices."
588,2015-01-15,Considerable,3.0,Moderate,2.0,Low,1.0,Incoming precipitation with strong S-SW winds will create wind-slabs at treeline and above on existing crusts. Surface hoar has formed in protected locations. Careful terrain evaluation will be important during this next storm cycle.
589,2015-01-16,Considerable,3.0,Moderate,2.0,Low,1.0,Incoming precipitation with strong S-SW winds will create wind-slabs at treeline and above on existing crusts. Surface hoar has formed in protected locations. Careful terrain evaluation will be important during this storm cycle
590,2015-01-17,Considerable,3.0,Moderate,2.0,Moderate,2.0,Give recently wind-loaded slopes a wide berth.
591,2015-01-18,High,4.0,High,4.0,Considerable,3.0,"This forecast assumes an intense storm overnight Saturday. If the storm fizzles, the danger ratings may be a tad too high."
592,2015-01-19,Considerable,3.0,Considerable,3.0,Moderate,2.0,Give the recent snow a day or two to find its equilibrium before venturing into exposed avalanche terrain.
593,2015-01-20,Considerable,3.0,Moderate,2.0,Low,1.0,Conditions are improving but continue to exercise caution in wind affected terrain and during periods of intense sunshine. 
594,2015-01-21,Moderate,2.0,Moderate,2.0,Low,1.0,Dry and mild conditions should persist for at least one more day. Be alert to changing conditions from daytime warming.
595,2015-01-22,Moderate,2.0,Moderate,2.0,Low,1.0,Thursday may literally be 'The Calm Before the Storm(s)'. It looks like a wet and warm weekend ahead.
596,2015-01-23,High,4.0,High,4.0,Considerable,3.0,Stormy weather will elevate avalanche danger for the weekend.
597,2015-01-24,High,4.0,High,4.0,Considerable,3.0,"The wet, warm, and windy storm will result in High avalanche danger."
598,2015-01-25,Considerable,3.0,Considerable,3.0,Moderate,2.0,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Pay close attention to conditions that change with elevation."
599,2015-01-26,Considerable,3.0,Moderate,2.0,Moderate,2.0,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Sunny breaks on Monday may have a destabilizing effect on the snowpack. Pay close attention to conditions that change with elevation and time of day."
600,2015-01-27,Moderate,2.0,Low,1.0,Low,1.0,"Freezing levels and solar radiation are somewhat uncertain for the next few days. If the sun is out and the snow is moist or wet, avalanches will be more likely."
601,2015-01-28,Low,1.0,Low,1.0,Low,1.0,"Observations from the high alpine (above 2300m) have been very limited. Dig down and test for weak layers before committing to steeper, exposed lines."
602,2015-01-29,Low,1.0,Low,1.0,Low,1.0,"Watch for cornices, especially in the middle of a warm, sunny day."
603,2015-01-30,Low,1.0,Low,1.0,Low,1.0,You might get a loose wet avalanche to run on a steep south facing slope. Maybe.
604,2015-01-31,Low,1.0,Low,1.0,Low,1.0,You might get a loose wet avalanche to run on a steep south facing slope. Maybe.
605,2015-02-01,Moderate,2.0,Moderate,2.0,Low,1.0,The Avalanche Danger will rise as new snow accumulates on Sunday. Watch for changing conditions throughout the day.
606,2015-02-02,Considerable,3.0,Moderate,2.0,Low,1.0,Conditions have changed in the last few days. New winds slabs have increased the Avalanche Danger.
607,2015-02-03,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs in exposed leeward terrain features remain the primary concern. Use caution around wind-loaded features.
608,2015-02-04,Moderate,2.0,Moderate,2.0,Low,1.0,Lingering wind slabs may still be a concern on Wednesday. Expect rapidly decreasing conditions on Thursday with the arrival of the storm system.
609,2015-02-05,High,4.0,Considerable,3.0,Moderate,2.0,Howling winds and heavy precipitation means that it's probably best to avoid avalanche terrain Thursday.
610,2015-02-06,High,4.0,High,4.0,Moderate,2.0,At this point in the storm the serious problem exists where the precipitation is falling as snow.
611,2015-02-07,High,4.0,High,4.0,Considerable,3.0,Looks like the conditions will be downright atrocious through the weekend. With the ongoing deluge it's probably best to continue to avoid avalanche terrain.
612,2015-02-08,High,4.0,Considerable,3.0,Moderate,2.0,Storm slabs have been triggered with light loads in the alpine recently. With a situation as dynamic as this it's best to stick to simple terrain as the snowpack adjusts.
613,2015-02-09,Considerable,3.0,Considerable,3.0,Moderate,2.0,"While the storm is finally over, remain cautious, especially with your approach to terrain choices in the Alpine Monday."
614,2015-02-10,Considerable,3.0,Moderate,2.0,Moderate,2.0,Uncertainty surrounding a dynamic freezing level will likely keep alpine danger ratings elevated through the week.
615,2015-02-11,Considerable,3.0,Moderate,2.0,Moderate,2.0,A rising freezing level will likely keep alpine danger ratings elevated through the week.
616,2015-02-12,Considerable,3.0,Considerable,3.0,Moderate,2.0,At upper elevations where rain is forecast to fall on previously dry snow we could see avalanches release on the curst that formed early in February. Warming temperatures will also increase the likelihood of cornice collapse.
617,2015-02-13,Moderate,2.0,Moderate,2.0,Low,1.0,We could see rain to the summits on Friday followed by drier and cooler conditions on the weekend. Certainly not ideal for snow quality!
618,2015-02-14,Moderate,2.0,Low,1.0,Low,1.0,Conditions will remain spring-like over the weekend.
619,2015-02-15,Moderate,2.0,Moderate,2.0,Low,1.0,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
620,2015-02-16,Low,1.0,Low,1.0,Low,1.0,Rising freezing levels and solar radiation will have a weakening effect on the snowpack. Watch for conditions that change throughout the day.
621,2015-02-17,Low,1.0,Low,1.0,Low,1.0,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
622,2015-02-18,Low,1.0,Low,1.0,Low,1.0,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
623,2015-02-19,Moderate,2.0,Low,1.0,Low,1.0,Only light accumulations are expected on Thursday. Ullr promises to really make it snow again if you become a member of Avalanche Canada. Sign up today by going to: avalanche.ca/membership
624,2015-02-20,Low,1.0,Low,1.0,Low,1.0,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.
625,2015-02-21,Low,1.0,Low,1.0,Low,1.0,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.
626,2015-02-22,Moderate,2.0,Low,1.0,Low,1.0,Become a member of Avalanche Canada today.
627,2015-02-23,Moderate,2.0,Low,1.0,Low,1.0,Become a member of Avalanche Canada today.
628,2015-02-24,Low,1.0,Low,1.0,Low,1.0,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.
629,2015-02-25,Low,1.0,Low,1.0,Low,1.0,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.
630,2015-02-26,Low,1.0,Low,1.0,Low,1.0,"Be cautious of the potential for new wind slab development Wednesday overnight.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
631,2015-02-27,Low,1.0,Low,1.0,Low,1.0,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
632,2015-02-28,Low,1.0,Low,1.0,Low,1.0,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
633,2015-03-01,Low,1.0,Low,1.0,Low,1.0,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.
634,2015-03-02,Low,1.0,Low,1.0,Low,1.0,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.
635,2015-03-03,Low,1.0,Low,1.0,Low,1.0,Watch for thin wind slabs if you're traveling in the alpine Tuesday.
636,2015-03-04,Moderate,2.0,Low,1.0,Low,1.0,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain."
637,2015-03-05,Low,1.0,Low,1.0,Low,1.0,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain."
638,2015-03-06,Low,1.0,Low,1.0,Low,1.0,Do the difficult things while they are easy - Lao Tzu
639,2015-03-07,Low,1.0,Low,1.0,Low,1.0,Watch out for daytime warming. Increased temperatures and solar radiation may increase the chances of avalanche activity.
640,2015-03-08,Low,1.0,Low,1.0,Low,1.0,Watch out for daytime warming. Increased temperatures and solar radiation may increase the likelihood of avalanche activity.
641,2015-03-09,Low,1.0,Low,1.0,Low,1.0,Snow is forecast for Wednesday!
642,2015-03-10,Low,1.0,Low,1.0,Low,1.0,There is precipitation in the forecast !
643,2015-03-11,Moderate,2.0,Low,1.0,Low,1.0,Freezing levels will be important and determine whether this incoming precipitation arrives as rain or snow.
644,2015-03-12,Moderate,2.0,Moderate,2.0,Low,1.0,New snow with a rapid rise in temperatures could significantly up the hazard in select locations.
645,2015-03-13,Moderate,2.0,Moderate,2.0,Low,1.0,"New snow, high winds, rising temperatures are the perfect recipe for avalanche activity.  Careful route selection is critical for safe backcountry riding at this time."
646,2015-03-14,Considerable,3.0,Moderate,2.0,Low,1.0,Recent additional load to the wind slabs and cornices require careful route finding and decision making.
647,2015-03-15,Considerable,3.0,Moderate,2.0,Low,1.0,Wind slabs and Cornices are still on the radar.
648,2015-03-16,Considerable,3.0,Moderate,2.0,Low,1.0,Winds are redistributing the recent snowfall into slabs on lee slopes. Careful terrain selection and route finding are important for safe back country riding.
649,2015-03-17,Moderate,2.0,Moderate,2.0,Low,1.0,"Now that the storm is over, signs of avalanche danger may be less obvious. Touchy wind slabs are lingering. If its sunny, avoid large sun-baked slopes."
650,2015-03-18,Considerable,3.0,Moderate,2.0,Low,1.0,Winds have created a variable snowpack. Be alert to conditions that change with aspect and elevation.
651,2015-03-19,Considerable,3.0,Considerable,3.0,Low,1.0,"Forecast snowfall amounts are highly uncertain for Thursday. If more than 20cm falls in your area, the Avalanche Danger may be High."
652,2015-03-20,High,4.0,Considerable,3.0,Low,1.0,"New snow, strong winds and rising temperatures make a great recipe for avalanches. Add in a touchy weak layer buried in the upper snowpack and things may get a bit spicy."
653,2015-03-21,Considerable,3.0,Considerable,3.0,Low,1.0,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind"
654,2015-03-22,Considerable,3.0,Considerable,3.0,Low,1.0,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind"
655,2015-03-23,Considerable,3.0,Moderate,2.0,Low,1.0,The Sea to Sky region is in a lower probability/high consequence avalanche pattern with a snowpack structure that is atypical for this time of year. Conservative terrain selection remains critical.
656,2015-03-24,Considerable,3.0,Moderate,2.0,Low,1.0,The region remains in a lower probability/high consequence avalanche pattern with a snowpack structure that is atypical for this time of year. Conservative terrain selection remains critical.
657,2015-03-25,Considerable,3.0,Considerable,3.0,Low,1.0,"The region has a potentially volatile snowpack structure which although atypical for this time of year, continues to produce very large human triggered avalanches."
658,2015-03-26,High,4.0,Considerable,3.0,Low,1.0,Warming temperatures are expected to increase the reactivity of the persistent slab which continues to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
659,2015-03-27,Considerable,3.0,Considerable,3.0,Low,1.0,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
660,2015-03-28,Considerable,3.0,Considerable,3.0,Low,1.0,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
661,2015-03-29,High,4.0,High,4.0,Moderate,2.0,Don't underestimate the avalanche danger at this time. Forecast new snow and rain could overload a significant weak layer with the potential to release very large avalanches. See this blog post for additional info: http://bit.ly/1HHQrK2
662,2015-03-30,High,4.0,High,4.0,Moderate,2.0,Don't underestimate the avalanche danger at this time. Forecast new snow and rain could overload a significant weak layer with the potential to release very large avalanches. See this blog post for additional info: http://bit.ly/1HHQrK2
663,2015-03-31,Considerable,3.0,Considerable,3.0,Low,1.0,Large and destructive avalanches will remain a concern long after the stormy weather has ended. See this blog post for additional info: http://bit.ly/1HHQrK2
664,2015-04-01,Considerable,3.0,Moderate,2.0,Low,1.0,"The storm has ended, but deep and destructive weak layers are still reactive in snowpack tests. Very large avalanches are still possible."
665,2015-04-02,Considerable,3.0,Moderate,2.0,Low,1.0,Deep persistent weaknesses are still reactive in snowpack tests. Very large avalanches are still possible.
666,2015-04-03,Considerable,3.0,Moderate,2.0,Low,1.0,Deep persistent weaknesses are still producing avalanches. Big alpine features cannot be trusted.
667,2015-04-04,Moderate,2.0,Moderate,2.0,Low,1.0,Use caution when venturing into big terrain. Persistent weaknesses buried in the snowpack are still capable of producing large destructive avalanches.
668,2015-04-05,Moderate,2.0,Low,1.0,Low,1.0,Hazard may change to higher than forecast with daytime warming on solar aspects. Cornices should be regarded with respect and suspicion.
670,2015-04-07,Moderate,2.0,Low,1.0,Low,1.0,Spring conditions are now with us. Solar warming and cornices should be on the radar for riders. The hazard may go higher than forecast in the afternoon.
671,2015-04-08,Moderate,2.0,Low,1.0,Low,1.0,"Sunshine are warmth are the primary drivers of avalanche hazard. Avoid sun exposed slopes in the afternoon, and stick to higher, shady aspects for the best snow."
672,2015-04-09,Moderate,2.0,Low,1.0,Low,1.0,"Stick to higher shady slopes for the best snow, but keep the persistent slab problem in mind when choosing your line."
673,2015-04-10,Moderate,2.0,Low,1.0,Low,1.0,"The best riding will be on high sheltered north aspects, but be mindful of the buried weak layers. Solar aspects may become active in the afternoon."
674,2015-04-11,Considerable,3.0,Moderate,2.0,Low,1.0,Incoming precipitation with strong winds will be the driver of the avalanche hazard for the next 3 or 4 days.
675,2015-04-12,Considerable,3.0,Moderate,2.0,Low,1.0,Use caution in wind loaded terrain and on big features.
676,2015-04-13,Considerable,3.0,Moderate,2.0,Low,1.0,Use caution in areas with recent wind deposition
677,2015-04-14,Considerable,3.0,Moderate,2.0,Low,1.0,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities."
678,2015-04-15,Considerable,3.0,Moderate,2.0,Low,1.0,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities."
679,2015-04-16,Considerable,3.0,Moderate,2.0,Low,1.0,Tricky winter conditions exist at higher elevations. Solar radiation and rising temperatures are forecast and avalanche hazard can rise quickly. Use a conservative approach and watch for signs of instabilities.
680,2015-04-17,Moderate,2.0,Moderate,2.0,Low,1.0,Solar radiation and rising temperatures will destabilize the snowpack and avalanche hazard can rise quickly. Watch overhead hazards like cornice fall. Loose wet sluffing and solar triggered slab avalanches.
681,2015-04-18,Considerable,3.0,Considerable,3.0,Low,1.0,Solar radiation and rising temperatures will destabilize the snowpack and avalanche hazard can rise quickly. Check out the new blog post for this region: www.avalanche.ca/blogs/VTAw_CcAAIUPxFdk/south-coast-problems
682,2015-04-19,Considerable,3.0,Considerable,3.0,Low,1.0,"Strong solar radiation, high freezing levels, and very warm temperatures may increase the avalanche danger rapidly. If there is no overnight re-freeze in your area, you should avoid avalanche terrain."
683,2015-04-20,Considerable,3.0,Considerable,3.0,Low,1.0,This is the last avalanche bulletin with danger ratings for this region this season.
695,2015-11-02,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
696,2015-11-03,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
697,2015-11-04,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
698,2015-11-05,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
699,2015-11-06,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
700,2015-11-07,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
701,2015-11-08,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
702,2015-11-09,Moderate,2.0,Moderate,2.0,Low,1.0,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
724,2015-12-01,Considerable,3.0,Moderate,2.0,Low,1.0,Changing conditions: snow and strong winds are making a good recipe for avalanches.
725,2015-12-02,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Avalanche danger is increasing as a series of storms move in from the southwest. These danger ratings are based on 10-20 mm of precipitation by Wednesday morning, and should be considered on the low side if you receive more snow in your area."
726,2015-12-03,High,4.0,Considerable,3.0,Moderate,2.0,Avalanche danger increasing to HIGH with the forecast storm overnight.
727,2015-12-04,Considerable,3.0,Considerable,3.0,Moderate,2.0,Friday should be a bit of break to look around and see how the snowpack handled the heavy precipitation load. I suggest conservative terrain choices and careful exploration.
728,2015-12-05,High,4.0,Considerable,3.0,Moderate,2.0,High avalanche danger this weekend. Very conservative travel will be required during this stormy period.
729,2015-12-06,High,4.0,High,4.0,Moderate,2.0,"Danger ratings will continue to be high with the incoming storm and precipitation.  Practice conservative travel techniques.  If you take observations, consider sharing them through the MIN"
730,2015-12-07,High,4.0,High,4.0,Moderate,2.0,"Conservative travel is advised. Danger ratings may go higher than forecast. If you are riding in the back country, consider sharing your observations with the MIN"
736,2015-12-13,Considerable,3.0,Considerable,3.0,Moderate,2.0,"The Avalanche Danger is expected to peak on Saturday night. If heavy snowfall and/or strong winds persist into Sunday, you should consider the Avalanche Danger to be HIGH."
737,2015-12-14,Considerable,3.0,Moderate,2.0,Low,1.0,"Patience, Grasshopper.
The snowpack needs time to adjust to the load of the new snow. I'd give it a few days before pushing into steep alpine terrain."
738,2015-12-15,Moderate,2.0,Moderate,2.0,Low,1.0,"This bulletin was published using limited data from the Garibaldi South corner of the region. Regional snowpack variability likely exists, so be your own forecaster and make observations continually as you travel."
739,2015-12-16,Moderate,2.0,Moderate,2.0,Low,1.0,"You don't have to be an avalanche expert to submit to the MIN. If you've been out in the mountains, we'd love to hear about what you've seen."
740,2015-12-17,Moderate,2.0,Moderate,2.0,Low,1.0,Cloud developing during the day with some wind and snow by afternoon will increase wind slab danger in the alpine and at treeline.
741,2015-12-18,Considerable,3.0,Considerable,3.0,Moderate,2.0,Forecast wind and new snow will increase the avalanche danger. New storm slabs are expected to be widespread in the alpine and at treeline.
742,2015-12-19,Considerable,3.0,Considerable,3.0,Moderate,2.0,Continued loading from forecast new snow and wind will trend the avalanche danger up over the weekend.
743,2015-12-20,High,4.0,Considerable,3.0,Moderate,2.0,"These danger ratings are for the south of the region where forecast snow amounts are higher than Whistler, Pemberton, and further north."
744,2015-12-21,Considerable,3.0,Considerable,3.0,Moderate,2.0,Storm slabs continue to develop with each load of new snow. Deep pockets of wind transported snow may exist at higher elevations.
745,2015-12-22,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs are forming at upper elevations. The lowest avalanche danger and best riding conditions can be found in sheltered terrain.
746,2015-12-23,Moderate,2.0,Moderate,2.0,Moderate,2.0,Tomorrow's storm will be most intense in more coastal areas. Avalanches will be less likely in the north of the region were less snow is forecast to fall.
747,2015-12-24,Considerable,3.0,Considerable,3.0,Moderate,2.0,Tomorrow's storm will be most intense in more coastal areas. Danger ratings will be one step lower than forecast in areas that receive less than 20 cm of new snow overnight.
748,2015-12-25,Moderate,2.0,Moderate,2.0,Low,1.0,There is great riding to be had but don't let your guard down.  Avalanche hazard still exists especially on ridge loaded lee features in the alpine and cross loaded terrain at and above tree-line.
749,2015-12-26,Moderate,2.0,Moderate,2.0,Low,1.0,"There is great riding to be had but don't let your guard down. Avalanche hazard still exists, especially on ridge loaded and cross loaded terrain at upper elevations."
750,2015-12-27,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Forecast snowfall amounts are uncertain for Saturday night. Pay close attention to how much snow fell in your area, and choose terrain accordingly."
751,2015-12-28,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for recently formed wind slabs in upper elevation terrain.
752,2015-12-29,Moderate,2.0,Low,1.0,Low,1.0,Avoid exposure to terrain traps where the consequences of a small avalanche could be serious.
753,2015-12-30,Moderate,2.0,Low,1.0,Low,1.0,Solar radiation and warm alpine temperatures may increase the Avalanche Danger over the next few days.
754,2015-12-31,Moderate,2.0,Low,1.0,Low,1.0,Solar radiation and warm alpine temperatures may increase the Avalanche Danger over the next few days.
755,2016-01-01,Moderate,2.0,Low,1.0,Low,1.0,Happy New Year! Warm air and sun may create some touchy pockets of wind slab in the short term. Avalanche danger trending down for the weekend.
756,2016-01-02,Low,1.0,Low,1.0,Low,1.0,Mild alpine temperatures and clear skies will result in low avalanche danger at all elevations this weekend.
757,2016-01-03,Low,1.0,Low,1.0,Low,1.0,Low Danger does not mean No Danger. Make observations continually as you travel.
