date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2015-01-02,Moderate,2,Moderate,2,Low,1,Recent warm temperatures have helped settle the wind slab problem but there is still potential for triggering deep slides in wind loaded terrain.
2015-01-03,Moderate,2,Moderate,2,Low,1,We are on the verge of another sharp transition from cold and dry to wet and mild. Avalanche danger is expected to start to rise on Sunday.
2015-01-04,Considerable,3,Moderate,2,Moderate,2,Avalanche danger could vary within the region. The heaviest snowfall and warmest temperatures are forecast for the south on Monday - meaning danger could be a notch lower in northern sections.
2015-01-05,High,4,High,4,High,4,Conditions are primed for natural and human triggered avalanches. Avoid all avalanche terrain and be aware of overhead hazard.
2015-01-06,High,4,High,4,Considerable,3,Storm conditions Monday overnight means High hazard for Tuesday. Be conservative in your terrain choices and give the snowpack time to stabilize.
2015-01-07,Considerable,3,Considerable,3,Moderate,2,Tricky conditions are expected for Wednesday with a new storm slab sitting on a potentially touchy weak layer. Don't let the warm air and sunny conditions make you over confident.
2015-01-08,Moderate,2,Moderate,2,Moderate,2,Avalanche conditions are improving quickly but problems still exist.  Use extra caution on steep south facing slopes when the sun is out.
2015-01-09,Moderate,2,Moderate,2,Low,1,The surface crust has improved stability but poor ski conditions are being reported. Use extra caution anywhere that you are breaking through the crust.
2015-01-10,Moderate,2,Low,1,Low,1,"Very light snowfall is expected for the weekend. If more significant accumulations develop, wind slabs should be on you radar at higher elevations."
2015-01-11,Moderate,2,Low,1,Low,1,"Snow flurries are forecast for the next few days, however, If significant snowfall occurs, be on the lookout for windslabs at treeline and above."
2015-01-12,Moderate,2,Low,1,Low,1,Forecast flurries for the next few days could produce wind slabs at treeline and above.
2015-01-13,Moderate,2,Low,1,Low,1,Conservative choices should be on the radar right now as we wait for fresh snow.
2015-01-14,Moderate,2,Low,1,Low,1,Avalanche activity has dropped off significantly but there are still wind slabs that could produce significant avalanches.
2015-01-15,Considerable,3,Moderate,2,Low,1,There are still weak layers in the snowpack to be reckoned with. Carefully assess terrain during this new snow cycle.
2015-01-16,Considerable,3,Moderate,2,Low,1,Incoming precipitation with strong S-SW winds will create wind-slabs at treeline and above on existing crusts. Surface hoar has formed in protected locations. Careful terrain evaluation will be important during this next storm cycle
2015-01-17,Considerable,3,Moderate,2,Low,1,Be alert to how the snowpack changes with elevation and exposure to the wind.
2015-01-18,Considerable,3,Considerable,3,Moderate,2,"Enough snow and wind could tip the avalanches danger to HIGH at alpine elevations on Sunday. Back off if you encounter any clues like recent avalanches, whumpfing or shooting cracks."
2015-01-19,Considerable,3,Considerable,3,Moderate,2,Give the recent snow a day or two to find its equilibrium before venturing into exposed avalanche terrain.
2015-01-20,Considerable,3,Moderate,2,Moderate,2,Conditions are improving but continue to exercise caution in wind affected terrain and during periods of intense sunshine. 
2015-01-21,Moderate,2,Moderate,2,Low,1,Dry and mild conditions should persist for at least one more day. Be alert to changing conditions from daytime warming and sunshine.
2015-01-22,Moderate,2,Moderate,2,Low,1,Thursday should be a relatively cool and dry day compared to what is on the horizon for the weekend.
2015-01-23,Considerable,3,Moderate,2,Moderate,2,"Loading from snow, wind and rain will elevate avalanche danger for the weekend."
2015-01-24,High,4,Considerable,3,Considerable,3,"The wet, warm, and windy storm will result in High avalanche danger."
2015-01-25,Considerable,3,Considerable,3,Moderate,2,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Pay close attention to conditions that change with elevation."
2015-01-26,Considerable,3,Considerable,3,Moderate,2,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Sunny breaks on Monday may have a destabilizing effect on the snowpack. Pay close attention to conditions that change with elevation and time of day."
2015-01-27,Moderate,2,Low,1,Low,1,"Freezing levels and solar radiation are somewhat uncertain for the next few days. If the sun is out, or the snow is moist or wet, avalanches will be more likely."
2015-01-28,Moderate,2,Low,1,Low,1,"Observations from the high alpine (above 2300m) have been very limited. Dig down and test for weak layers before committing to steeper, exposed lines."
2015-01-29,Moderate,2,Low,1,Low,1,"Watch for cornices, especially in the middle of a warm, sunny day."
2015-01-30,Moderate,2,Low,1,Low,1,"Thin spots in steep high alpine terrain, especially in the north of the region are the places to watch right now."
2015-01-31,Low,1,Low,1,Low,1,"Thin spots in steep high alpine terrain, especially in the north of the region are the places to watch right now. See the Forecast Details page for more insight."
2015-02-01,Moderate,2,Moderate,2,Low,1,The Avalanche Danger will rise as new snow accumulates throughout the day on Sunday. Watch for wind slabs in lee terrain.
2015-02-02,Moderate,2,Moderate,2,Low,1,Conditions have changed and new wind slabs have increased the avalanche danger.
2015-02-03,Moderate,2,Moderate,2,Low,1,Wind slabs in exposed leeward terrain features remain the primary concern. Use caution around wind-loaded features.
2015-02-04,Moderate,2,Moderate,2,Low,1,Lingering wind slabs may still be a concern on Wednesday. Expect rapidly decreasing conditions on Thursday with the arrival of the storm system.
2015-02-05,High,4,Considerable,3,Moderate,2,The exact timing of the storm is a little hard to pin down for Thursday. Danger ratings are based on the assumption that it's snowing/raining/windy for most of the day.
2015-02-06,High,4,High,4,Moderate,2,At this point in the storm the serious problem exists where the precipitation is falling as snow.
2015-02-07,High,4,High,4,Considerable,3,Looks like the conditions will be downright atrocious through the weekend. With the ongoing deluge it's probably best to continue to avoid avalanche terrain.
2015-02-08,High,4,Considerable,3,Moderate,2,"While danger ratings are coming down, the snowpack needs time to adjust to the weight of the warm wet snow and strong winds."
2015-02-09,Considerable,3,Considerable,3,Moderate,2,"While the storm is finally over, remain cautious, especially with your approach to terrain choices in the Alpine Monday."
2015-02-10,Considerable,3,Moderate,2,Moderate,2,Uncertainty surrounding a dynamic freezing level will likely keep alpine danger ratings elevated through the week.
2015-02-11,Considerable,3,Moderate,2,Moderate,2,A rising freezing level will likely keep alpine danger ratings elevated through the week.
2015-02-12,Considerable,3,Moderate,2,Low,1,"Although the forecast calls for mostly cloudy conditions watch for brief periods of sun that could increase the likelihood of an avalanche, especially on steep south facing alpine slopes."
2015-02-13,Moderate,2,Low,1,Low,1,"Spring-like conditions persist across the South Coast.  Avalanche hazard is closely linked to warming, rain, and/or sun especially at higher elevations in the North of the region where it may have been possible to find cooler snow until recently."
2015-02-14,Moderate,2,Low,1,Low,1,Conditions will remain spring-like over the weekend.
2015-02-15,Moderate,2,Moderate,2,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
2015-02-16,Low,1,Low,1,Low,1,Rising freezing levels and solar radiation will have a weakening effect on the snowpack. Watch for conditions that change throughout the day.
2015-02-17,Low,1,Low,1,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
2015-02-18,Low,1,Low,1,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp"
2015-02-19,Moderate,2,Low,1,Low,1,Only light accumulations are expected on Thursday. Ullr promises to really make it snow if you become a member of Avalanche Canada. Sign up today by going to: avalanche.ca/membership
2015-02-20,Low,1,Low,1,Low,1,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.
2015-02-21,Low,1,Low,1,Low,1,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.
2015-02-22,Moderate,2,Moderate,2,Low,1,"Danger ratings reflect conditions during the hottest part of the day. When it is cool, danger ratings will be lower. Become a member of Avalanche Canada today."
2015-02-23,Moderate,2,Low,1,Low,1,Support us? Become a member of Avalanche Canada today.
2015-02-24,Low,1,Low,1,Low,1,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.
2015-02-25,Low,1,Low,1,Low,1,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.
2015-02-26,Low,1,Low,1,Low,1,"Be cautious of the potential for new wind slab development Wednesday overnight.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
2015-02-27,Low,1,Low,1,Low,1,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
2015-02-28,Low,1,Low,1,Low,1,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership"
2015-03-01,Low,1,Low,1,Low,1,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.
2015-03-02,Low,1,Low,1,Low,1,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.
2015-03-03,Low,1,Low,1,Low,1,Watch for thin wind slabs if you're traveling in the alpine Tuesday.
2015-03-04,Moderate,2,Low,1,Low,1,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain."
2015-03-05,Low,1,Low,1,Low,1,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain."
2015-03-06,Low,1,Low,1,Low,1,A crust eaten in peace is better than a banquet partaken in anxiety - Aesop
2015-03-07,Low,1,Low,1,Low,1,Watch out for daytime warming. Increased temperatures and solar radiation may increase the chances of avalanche activity.
2015-03-08,Low,1,Low,1,Low,1,Watch out for daytime warming. Warmer temperatures and solar radiation may increase the likelihood of avalanche activity.
2015-03-09,Low,1,Low,1,Low,1,Snow is forecast for Wednesday!
2015-03-10,Low,1,Low,1,Low,1,"Incoming precipitation may change the hazard, pay attention to snowfall amounts"
2015-03-11,Moderate,2,Moderate,2,Low,1,Incoming precipitation may arrive as a mix of rain and snow. Snowfall amounts will determine the hazard at upper elevations.
2015-03-12,Moderate,2,Moderate,2,Low,1,Rapidly rising temperatures on Friday could change the hazard rating to high in some locations.
2015-03-13,Moderate,2,Moderate,2,Low,1,"New snow, strong winds, and rising temperatures are a perfect recipe for avalanches.  Careful route selection will be critical for safe back country travel"
2015-03-14,Considerable,3,Moderate,2,Low,1,"New snow, rising temperatures and strong winds make perfect conditions for avalanches !"
2015-03-15,Considerable,3,Moderate,2,Low,1,Careful terrain and route selection are needed with all the new snow and strong winds.
2015-03-16,Considerable,3,Moderate,2,Low,1,Newly formed winds slabs will present a high hazard for some time. Careful route selection is critical at this time
2015-03-17,Considerable,3,Moderate,2,Low,1,"Now that the storm is over, signs of avalanche danger may be less obvious. Touchy wind slabs are lingering. If it’s sunny, avoid large sun-baked slopes."
2015-03-18,Moderate,2,Moderate,2,Low,1,Winds have created a variable snowpack. Be alert to conditions that change with aspect and elevation.
2015-03-19,Considerable,3,Moderate,2,Low,1,"Forecast snowfall amounts are uncertain. Pay close attention to how much snow falls in your area, and choose terrain accordingly."
2015-03-20,Considerable,3,Considerable,3,Low,1,"New snow, strong winds and rising temperatures make a great recipe for avalanches. Add in a touchy weak layer buried in the upper snowpack and things may get a bit spicy."
2015-03-21,Considerable,3,Moderate,2,Low,1,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind"
2015-03-22,Considerable,3,Considerable,3,Low,1,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind"
2015-03-23,Considerable,3,Considerable,3,Low,1,Touchy conditions exist in the North of the region with the potential for large and destructive avalanches.
2015-03-24,Considerable,3,Moderate,2,Low,1,Touchy conditions exist in the North of the region with the potential for large and destructive avalanches.
2015-03-25,Considerable,3,Moderate,2,Low,1,Touchy conditions exist in the North of the region with the potential for large and destructive avalanches becoming more likely as temperatures rise.
2015-03-26,High,4,Considerable,3,Low,1,Warming temperatures will likely increase the probability of large human triggered avalanches.  See the latest forecaster blog for more information on this atypical coast mountain snowpack: http://bit.ly/1HHQrK2
2015-03-27,Considerable,3,Considerable,3,Low,1,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
2015-03-28,Considerable,3,Considerable,3,Low,1,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
2015-03-29,High,4,Considerable,3,Low,1,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2
2015-03-30,Considerable,3,Considerable,3,Low,1,"Variable precipitation amounts expected. If your riding area sees more than 20 cm new snow or 20 mm rain, consider the avalanche danger to be high. See this blog post for more info about the tricky persistent slab problem: http://bit.ly/1HHQrK2"
2015-03-31,Considerable,3,Moderate,2,Low,1,Large and destructive avalanches will remain a concern long after the stormy weather has ended. See this blog post for additional info: http://bit.ly/1HHQrK2
2015-04-01,Considerable,3,Moderate,2,Low,1,"The storm may have ended, but a persistent avalanche problem still exists. Large and destructive avalanches are still possible."
2015-04-02,Considerable,3,Moderate,2,Low,1,Deep persistent weaknesses are still reactive in snowpack tests. Very large avalanches are still possible.
2015-04-03,Considerable,3,Moderate,2,Low,1,Deep persistent weaknesses are still producing avalanches. Big alpine features cannot be trusted.
2015-04-04,Moderate,2,Moderate,2,Low,1,Caution should be used when venturing into big terrain. Buried weak layers are still capable of producing large destructive avalanches.
2015-04-05,Moderate,2,Low,1,Low,1,"Caution should be used when venturing into big terrain. Buried weak layers are still capable of producing large destructive avalanches.
Daytime warming may push the hazard higher than forecast."
2015-04-06,Moderate,2,Moderate,2,Low,1,The hazard my go higher than forecast on solar aspects with daytime warming.  Pay close attention to cornice features.
2015-04-07,Moderate,2,Low,1,Low,1,The hazard may go higher than forecast in the afternoon with solar heating. Cornice failure is a real concern with these spring conditions.
2015-04-08,Moderate,2,Low,1,Low,1,"Sunshine are warmth are the primary drivers of avalanche hazard. Avoid sun exposed slopes in the afternoon, and stick to higher, shady aspects for the best snow."
2015-04-09,Moderate,2,Low,1,Low,1,"Stick to higher shady slopes for the best snow, but keep the persistent slab problem in mind when choosing your line."
2015-04-10,Moderate,2,Low,1,Low,1,The hazard may go higher than forecast if precipitation amounts are greater than expected.
2015-04-11,Considerable,3,Moderate,2,Low,1,The hazard may go higher than forecast if precipitation amounts are greater than expected.
2015-04-12,Considerable,3,Moderate,2,Low,1,"The hazard may go higher than forecast if precipitation amounts are greater than expected. If you have field observations to share here, we'd love to hear from you."
2015-04-13,Considerable,3,Moderate,2,Low,1,"Winter-like conditions have returned to the region, use caution in wind-loaded terrain and on big features"
2015-04-14,Considerable,3,Moderate,2,Low,1,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities."
2015-04-15,Considerable,3,Moderate,2,Low,1,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities."
2015-04-16,Considerable,3,Moderate,2,Low,1,Tricky winter conditions exist at higher elevations. Solar radiation and rising temperatures are forecast and avalanche hazard can rise quickly. Use a conservative approach and watch for signs of instabilities.
2015-04-17,Moderate,2,Moderate,2,Low,1,Solar radiation and rising temperatures will destabilize the snowpack and avalanche hazard can rise quickly. Watch overhead hazards like cornice fall. Loose wet sluffing and solar triggered slab avalanches.
2015-04-18,Considerable,3,Considerable,3,Low,1,Solar radiation and rising temperatures will destabilize the snowpack. Copy this link and check out the new blog post for this region: avalanche.ca/blogs/VTAw_CcAAIUPxFdk/south-coast-problems
2015-04-19,Considerable,3,Considerable,3,Low,1,"Strong solar radiation, high freezing levels, and very warm temperatures may increase the avalanche danger rapidly. If there is no overnight re-freeze in your area, you should avoid avalanche terrain."
2015-04-20,Considerable,3,Considerable,3,Low,1,This is the last avalanche bulletin with danger ratings for this region this season.
2015-04-21,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-22,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-23,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-24,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-25,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-26,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-27,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-28,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-29,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-04-30,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-11-01,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE."
2015-11-02,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-03,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-04,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-05,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-06,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-07,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-08,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-09,Moderate,2,Low,1,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.
2015-11-10,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-11,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-12,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-13,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-14,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-15,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-16,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-17,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-18,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-19,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-20,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions."
2015-11-21,No Rating,0,No Rating,0,No Rating,0,"Forecasters are working with very little information this early in the season. If you are riding or touring in the back country, share your observations through the MIN"
2015-11-22,No Rating,0,No Rating,0,No Rating,0,"Forecasters are working with very little field data at this time. Given the limited information , I would tread cautiously and make continuous observations as I go. If you've been in the backcountry, please share you observations on the MIN."
2015-11-23,No Rating,0,No Rating,0,No Rating,0,"Given the very limited information on hand for this bulletin, I would tread cautiously and take the time to gather snowpack information as I go. As always, we would love for you to submit any observations from your day to the MIN."
2015-11-24,No Rating,0,No Rating,0,No Rating,0,"Avalanche hazard is on the rise with new snow and winds. Given the very limited information on hand to create this bulletin, I would tread cautiously and take the time to gather snowpack information as I go. Check out the MIN, give and get info!"
2015-11-25,No Rating,0,No Rating,0,No Rating,0,"The snowpack is extremely variable depending on aspect and elevation. Use a cautious approach to terrain features and gather info along the way. Check out the Mountain Information Network. Give info, get info!"
2015-11-26,No Rating,0,No Rating,0,No Rating,0,"The snowpack is extremely variable depending on aspect and elevation and does not adjust well to rapid change. Watch for rising alpine temperatures to well above zero. Check out the Mountain Information Network. Give info, get info!"
2015-11-27,No Rating,0,No Rating,0,No Rating,0,"The snowpack is extremely variable depending on aspect and elevation and does not adjust well to rapid change. Watch for rising alpine temperatures to well above zero. Check out the Mountain Information Network. Give info, get info!"
2015-11-28,No Rating,0,No Rating,0,No Rating,0,"Unusually warm alpine temperatures may drive danger up.
Thanks to everyone who has been submitting to the Mountain Information Network. Join the movement!"
2015-11-29,No Rating,0,No Rating,0,No Rating,0,"Unusually warm alpine temperatures may drive danger up.
Thanks to everyone who has been submitting to the Mountain Information Network. Join the movement!"
2015-11-30,No Rating,0,No Rating,0,No Rating,0,Incoming snow and winds may drive avalanche danger up early in the week.
2015-12-01,No Rating,0,No Rating,0,No Rating,0,Changing conditions: snow and strong winds are making a good recipe for avalanches.
2015-12-02,No Rating,0,No Rating,0,No Rating,0,"Avalanche danger is rising due to the on-going storm. If you are out in the mountains, please submit your observations to the Mountain Information Network."
2015-12-03,No Rating,0,No Rating,0,No Rating,0,Forecast wind and new snow is expected to develop new storm slabs on all aspects. Avalanche danger is trending higher with each pulse of new snow.
2015-12-04,Considerable,3,Considerable,3,No Rating,0,There is a great deal of variability across the region. These danger ratings are for areas like Duffey Lake that have received higher precipitation amounts.
2015-12-05,Considerable,3,Considerable,3,No Rating,0,There is a great deal of variability in the region. Avalanche Danger is increasing as a series of storms approaches from the southwest.
2015-12-06,High,4,Considerable,3,No Rating,0,"The snowpack varies widely across the region, but the danger will increase as storms bring more precipitation into the inland. If you're in the backcountry, share your observations through the MIN"
2015-12-07,High,4,High,4,No Rating,0,"Incoming storms have pushed the danger ratings to high. Use conservative travel techniques and avoid all risky terrain.
If you have observations, consider sharing them through the MIN"
2015-12-08,High,4,High,4,No Rating,0,"Rising freezing levels, heavy precipitation, and strong winds are a recipe for High avalanche danger!"
2015-12-09,Considerable,3,Considerable,3,No Rating,0,The storm continues! Freezing levels are forecast to fall improving conditions but don't let your guard down just yet.
2015-12-10,Considerable,3,Considerable,3,No Rating,0,The storm continues! Conditions are improving but don't let your guard down just yet.
2015-12-11,Considerable,3,Moderate,2,No Rating,0,"Riding conditions are improving but don't let your guard down, especially in wind loaded terrain."
2015-12-12,Moderate,2,Moderate,2,Low,1,I expect conditions around Pemberton to be similar to the Sea to Sky region this weekend where the avalanche hazard is forecast to be higher.
2015-12-13,Considerable,3,Considerable,3,No Rating,0,"The Avalanche Danger is expected to peak on Saturday night. If heavy snowfall and/or strong winds persist into Sunday, you should consider the Avalanche Danger to be HIGH."
2015-12-14,Considerable,3,Moderate,2,Low,1,Thanks to all the great folks who have shared their field observations on our Mountain Information Network!
2015-12-15,Moderate,2,Moderate,2,Low,1,"This bulletin was published using limited data. Regional snowpack variability likely exists, so be your own forecaster and make observations continually as you travel."
2015-12-16,Moderate,2,Low,1,Low,1,"You don't have to be an avalanche expert to submit to the MIN. If you've been out in the mountains, we'd love to hear about what you've seen."
2015-12-17,Moderate,2,Low,1,Low,1,Wind slabs continue to be a problem at higher elevations. Avalanche danger increasing with new storm on Friday.
2015-12-18,Considerable,3,Moderate,2,Moderate,2,Forecast wind and new snow will develop new storm slabs and increase the avalanche danger.
2015-12-19,Considerable,3,Moderate,2,Moderate,2,Incremental loading above buried weak layers is trending the avalanche danger up over the weekend.
2015-12-20,Considerable,3,Considerable,3,Moderate,2,"Continued stormy weather will trend the avalanche danger up over the weekend. If your area gets more snow than forecast, then these danger ratings may be a bit low."
2015-12-21,Considerable,3,Considerable,3,Moderate,2,Forecast new snow and wind continue to build storm slabs at all elevations. Deep pockets of wind transported snow may be easy to trigger at higher elevations.
2015-12-22,Moderate,2,Moderate,2,Moderate,2,Wind slabs are forming at upper elevations. The lowest avalanche danger and best riding conditions can be found in sheltered terrain although a layer of surface hoar may be lurking at tree-line and below
2015-12-23,Moderate,2,Moderate,2,Moderate,2,Tomorrow's storm will be significantly more intense around the Coquihalla. Avalanche's may be less likely in the north of the region were less snow is forecast to fall.
2015-12-24,Moderate,2,Moderate,2,Moderate,2,The forecasted snowfall amounts are highly variable across the region. Avalanche danger may be Considerable in alpine areas that receive more than 20 cm of new snow by midday Thursday.
2015-12-25,Moderate,2,Moderate,2,Low,1,There is great riding to be had but don't let your guard down.  Avalanche hazard still exists especially on ridge loaded lee features in the alpine and cross loaded terrain at and above tree-line.
2015-12-26,Moderate,2,Moderate,2,Low,1,"There is great riding to be had but don't let your guard down. Avalanche hazard still exists, especially on ridge loaded and cross loaded terrain at upper elevations."
2015-12-27,Moderate,2,Moderate,2,Low,1,Enjoy the holidays and remember to practice with all your new rescue gear!
2015-12-28,Moderate,2,Low,1,Low,1,Low Danger does not mean No Danger. Make observations continually as you travel.
2015-12-29,Moderate,2,Low,1,Low,1,Thanks to everybody who has contributed to the MIN! Your observations help backcountry travelers make better decisions.
2015-12-30,Moderate,2,Low,1,Low,1,Solar radiation and warm alpine temperatures may increase the Avalanche Danger over the next few days.
2015-12-31,Moderate,2,Low,1,Low,1,Solar radiation and warm alpine temperatures may increase the Avalanche Danger over the next few days.
2016-01-01,Moderate,2,Low,1,Low,1,Happy New Year! Warm air and sun may create some touchy pockets of wind slab in the short term. Avalanche danger trending down for the weekend.
2016-01-02,Low,1,Low,1,Low,1,Mild alpine temperatures and clear skies will result in low avalanche danger at all elevations this weekend.
2016-01-03,Low,1,Low,1,Low,1,Low Danger does not mean No Danger. Make observations continually as you travel.
2016-01-04,Moderate,2,Low,1,Low,1,"There's a lot uncertainty regarding the timing and intensity of snowfall forecast for Monday. When it does arrive, new wind slabs are expected to form."
2016-01-05,Low,1,Low,1,Low,1,"There's a lot uncertainty regarding the timing and intensity of snowfall forecast for Tuesday. When it does arrive, new wind slabs are expected to form."
2016-01-06,Moderate,2,Low,1,Low,1,New wind slabs may exist in leeward terrain features around ridge crests. Continually assess local conditions as you travel and use extra caution as you transition into wind affected terrain.
2016-01-07,Moderate,2,Low,1,Low,1,"Assess local conditions, especially at alpine elevations, because of unusual wind directions."
