date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems,
2014-11-08,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-09,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-10,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-11,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-12,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-13,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-14,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-15,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-16,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-17,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-18,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-19,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-20,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-21,No Rating,0,No Rating,0,No Rating,0,Daily forecasts have ended. This blog post describes the most common spring weather and snowpack scenarios and how they relate to avalanche conditions.,
2014-11-22,Moderate,2,Low,1,No Rating,0,"Storm slabs are building at alpine elevations.
We have limited observations from the field. Send us yours at forecaster@avalanche.ca!",
2014-11-23,Moderate,2,Low,1,No Rating,0,Stormy conditions over the next few days. Avalanche conditions may change quickly at alpine elevations.,
2014-11-24,Moderate,2,Moderate,2,No Rating,0,We have limited observations from the field. Send us yours at forecaster@avalanche.ca!,
2014-11-25,Considerable,3,Moderate,2,No Rating,0,We have limited observations from the field. Send us yours at forecaster@avalanche.ca!,
2014-11-26,Considerable,3,Considerable,3,No Rating,0,We have limited observations from the field. Send us yours at forecaster@avalanche.ca!,
2014-11-27,High,4,High,4,Moderate,2,"Stormy, wet, and mild weather (a pineapple express) will maintain high avalanche danger on Thursday. It's best to wait out the storm or stick to simple, low-angle slopes.",
2014-11-28,Considerable,3,Moderate,2,Low,1,Rapid cooling should help stabilize the snowpack and lower the avalanche danger heading into the weekend.,
2014-11-29,Moderate,2,Low,1,Low,1,Heavy rain followed by rapid cooling has helped stabilize the snowpack and lower avalanche danger. Unfortunately it's probably damaged the snow quality too!,
2014-11-30,Moderate,2,Low,1,Low,1,Outflow winds are transporting snow in the alpine into pockets of windslab. Cold and clear weather is forecast to continue.,
2014-12-01,Moderate,2,Low,1,Low,1,Little change expected in the danger ratings until the next storm.,
2014-12-02,Moderate,2,Low,1,Low,1,Changing wind directions may have developed windslabs or an icy crust on any aspect. Windslabs may slide easily where they are sitting on a hard crust.,
2014-12-03,Moderate,2,Low,1,Low,1,Windslabs continue to be a problem for human triggering in the alpine and at treeline where the changing winds have transported snow and scoured down to the icy crust.,
2014-12-04,Moderate,2,Low,1,Low,1,The weather pattern starts to change to a mild and moist southwest flow on Thursday. Expect temperatures to rise Thursday with precipitation likely later in the day.,
2014-12-05,Moderate,2,Moderate,2,Low,1,Expect a big difference in precipitation amounts and temperatures from Howe Sound (warm and wet) up to Whistler (not quite as warm or wet). Regional conditions could vary quite a bit this weekend.,
2014-12-06,Moderate,2,Moderate,2,Low,1,"A series of weather systems are forecast over the next few days. Expect snow at higher elevations, building fresh storm and wind slabs.",
2014-12-07,Moderate,2,Moderate,2,Low,1,Sunday should see a brief lull in the weather before we're hit by an onslaught of strong weather systems next week.,
2014-12-08,Considerable,3,Moderate,2,Low,1,"This Will be a Week of Dubyas: Windy, Wet and Warm! Expect increasing hazard and widespread natural avalanche activity by Tuesday.",
2014-12-09,High,4,Considerable,3,Low,1,"Warm, windy and wet weather is expected to result in natural avalanche activity and increased avalanche danger.",
2014-12-10,High,4,Considerable,3,Low,1,"Warm, windy and wet weather is expected to result in natural avalanche activity and increased avalanche danger.",
2014-12-11,Considerable,3,Considerable,3,Low,1,Fresh storm and wind slabs will likely take a few days to strengthen.,
2014-12-12,Considerable,3,Considerable,3,Low,1,Expect slowly improving conditions over the next few days.,
2014-12-13,Considerable,3,Moderate,2,Low,1,"Although avalanche danger has decreased post-storm, take a cautious approach and gather your own snow pack information before committing to exposed terrain.",
2014-12-14,Moderate,2,Moderate,2,Low,1,"Recent avalanches have failed on a deeply buried weak layer. Although the chances of triggering a deep slab are dropping, the consequences remain high.",
2014-12-15,Moderate,2,Moderate,2,Low,1,"Recent avalanches have failed on a deeply buried weak layer. Although the chances of triggering a deep slab are dropping, the consequences remain high.",
2014-12-16,Moderate,2,Low,1,Low,1,Click the Avalanche Information tab at the top of the page and share your backcountry observations!,
2014-12-17,Moderate,2,Low,1,Low,1,Click the Avalanche Information tab at the top of the page and share your backcountry observations!,
2014-12-18,Moderate,2,Low,1,Low,1,Avalanche danger trending up over the next few days due to another warm storm moving in from the Southwest.,
2014-12-19,Considerable,3,Moderate,2,Low,1,Avalanche danger is increasing as the new storm moves in from the Southwest.,
2014-12-20,High,4,Considerable,3,Moderate,2,Avalanche danger rising to HIGH as the storm slab continues to develop.,
2014-12-21,High,4,Considerable,3,Moderate,2,Continued loading from new snow and strong winds will result in High avalanche danger in the alpine.,
2014-12-22,Considerable,3,Moderate,2,Low,1,Avalanche danger is expected to drop a bit for Monday in the wake of the recent storm as a drier and cooler ridge moves into the region.,
2014-12-23,High,4,Considerable,3,Moderate,2,New storm snow with strong winds will quickly increase the hazard on Tuesday.,
2014-12-24,High,4,Considerable,3,Moderate,2,A storm slab sitting on a touchy weak layer means conditions will remain tricky over the next few days. Continue to make conservative decisions and have a safe holiday.,
2014-12-25,Considerable,3,Considerable,3,Moderate,2,A buried weak layer means tricky conditions will persist for several days. Make conservative terrain choices and have a safe holiday period.,
2014-12-26,Moderate,2,Moderate,2,Low,1,Tricky conditions may still exist in parts of the region.  Investigate the local stability in your riding area before committing yourself to avalanche terrain.,
2014-12-27,Considerable,3,Moderate,2,Moderate,2,Hazard will increase during the storm on Saturday.  Give the new snow time to stabilize and avoid areas with heavy wind loading.,
2014-12-28,Moderate,2,Moderate,2,Low,1,Be alert to a developing wind slab problem.,
2014-12-29,Moderate,2,Moderate,2,Low,1,"Good weather for backcountry travel, but stay alert to variable avalanche conditions.",
2014-12-30,Moderate,2,Moderate,2,Low,1,Watch for fresh wind slabs in unusual locations.,
2014-12-31,Considerable,3,Moderate,2,Moderate,2,Confidence is poor due to wildly variable wind slabs and a forecasted Above Freezing Layer that suggests we may not get a refreeze between 1500m and 2800m until Friday.,
2015-01-01,Moderate,2,Moderate,2,Low,1,This is not your typical South Coast snowpack. Continue to exercise discipline with your terrain choices.,
2015-01-02,Moderate,2,Moderate,2,Low,1,Recent warm temperatures have helped settle the wind slab problem but there is still potential for triggering deep slides in wind loaded terrain. ,
2015-01-03,Moderate,2,Moderate,2,Low,1,We are on the verge of another sharp transition from cold and dry to wet and mild. Avalanche danger is expected to rise quickly on Sunday.,
2015-01-04,Considerable,3,Moderate,2,Moderate,2,Heavy snow followed by warming temperatures and rain will push avalanche danger to HIGH by Monday and tip off a natural avalanche cycle.,
2015-01-05,High,4,High,4,High,4,Conditions are primed for natural and human triggered avalanches. Avoid all avalanche terrain and be aware of overhead hazard.,
2015-01-06,High,4,High,4,Considerable,3,Storm conditions Monday overnight means High hazard for Tuesday.  Be conservative in your terrain choices and give the snowpack time to stabilize.,
2015-01-07,Considerable,3,Considerable,3,Moderate,2,Tricky conditions are expected for Wednesday with a new storm slab sitting on a potentially touchy weak layer. Don't let the warm air and sunny conditions make you over confident.,
2015-01-08,Moderate,2,Moderate,2,Moderate,2,Avalanche conditions are improving quickly but problems still exist. Use extra caution on steep south facing slopes when the sun is out.,
2015-01-09,Moderate,2,Moderate,2,Low,1,The surface crust has improved stability but poor ski conditions are being reported.  Use extra caution anywhere that you are breaking through the crust.,
2015-01-10,Moderate,2,Low,1,Low,1,"Very light snowfall is expected for the weekend. If more significant accumulations develop, wind slabs should be on you radar at higher elevations.",
2015-01-11,Low,1,Low,1,Low,1,"Light snow is forecast for the next two days. If more significant snowfall occurs, be on the lookout for wind slab formation at treeline and above.",
2015-01-12,Low,1,Low,1,Low,1,"New wind-blown snow on hard crust, or recently formed wind slabs in the alpine deserve careful consideration.",
2015-01-13,Low,1,Low,1,Low,1,"Staying safe involves careful consideration during this ""drought"" of fresh soft snow. Stay conservative in your terrain choices.",
2015-01-14,Low,1,Low,1,Low,1,"Staying safe involves careful consideration during this ""drought"" of fresh soft snow. Be conservative in your terrain choices.",
2015-01-15,Considerable,3,Moderate,2,Low,1,Incoming precipitation with strong S-SW winds will create wind-slabs at treeline and above on existing crusts. Surface hoar has formed in protected locations. Careful terrain evaluation will be important during this next storm cycle.,
2015-01-16,Considerable,3,Moderate,2,Low,1,Incoming precipitation with strong S-SW winds will create wind-slabs at treeline and above on existing crusts. Surface hoar has formed in protected locations. Careful terrain evaluation will be important during this storm cycle,
2015-01-17,Considerable,3,Moderate,2,Moderate,2,Give recently wind-loaded slopes a wide berth.,
2015-01-18,High,4,High,4,Considerable,3,"This forecast assumes an intense storm overnight Saturday. If the storm fizzles, the danger ratings may be a tad too high.",
2015-01-19,Considerable,3,Considerable,3,Moderate,2,Give the recent snow a day or two to find its equilibrium before venturing into exposed avalanche terrain.,
2015-01-20,Considerable,3,Moderate,2,Low,1,Conditions are improving but continue to exercise caution in wind affected terrain and during periods of intense sunshine. ,
2015-01-21,Moderate,2,Moderate,2,Low,1,Dry and mild conditions should persist for at least one more day. Be alert to changing conditions from daytime warming.,
2015-01-22,Moderate,2,Moderate,2,Low,1,Thursday may literally be 'The Calm Before the Storm(s)'. It looks like a wet and warm weekend ahead.,
2015-01-23,High,4,High,4,Considerable,3,Stormy weather will elevate avalanche danger for the weekend.,
2015-01-24,High,4,High,4,Considerable,3,"The wet, warm, and windy storm will result in High avalanche danger.",
2015-01-25,Considerable,3,Considerable,3,Moderate,2,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Pay close attention to conditions that change with elevation.",
2015-01-26,Considerable,3,Moderate,2,Moderate,2,"The snowpack has been rain-soaked at most elevations, while new wind slabs exist at ridge top. Sunny breaks on Monday may have a destabilizing effect on the snowpack. Pay close attention to conditions that change with elevation and time of day.",
2015-01-27,Moderate,2,Low,1,Low,1,"Freezing levels and solar radiation are somewhat uncertain for the next few days. If the sun is out and the snow is moist or wet, avalanches will be more likely.",
2015-01-28,Low,1,Low,1,Low,1,"Observations from the high alpine (above 2300m) have been very limited. Dig down and test for weak layers before committing to steeper, exposed lines.",
2015-01-29,Low,1,Low,1,Low,1,"Watch for cornices, especially in the middle of a warm, sunny day.",
2015-01-30,Low,1,Low,1,Low,1,You might get a loose wet avalanche to run on a steep south facing slope. Maybe.,
2015-01-31,Low,1,Low,1,Low,1,You might get a loose wet avalanche to run on a steep south facing slope. Maybe.,
2015-02-01,Moderate,2,Moderate,2,Low,1,The Avalanche Danger will rise as new snow accumulates on Sunday. Watch for changing conditions throughout the day.,
2015-02-02,Considerable,3,Moderate,2,Low,1,Conditions have changed in the last few days. New winds slabs have increased the Avalanche Danger.,
2015-02-03,Moderate,2,Moderate,2,Low,1,Wind slabs in exposed leeward terrain features remain the primary concern. Use caution around wind-loaded features.,
2015-02-04,Moderate,2,Moderate,2,Low,1,Lingering wind slabs may still be a concern on Wednesday. Expect rapidly decreasing conditions on Thursday with the arrival of the storm system.,
2015-02-05,High,4,Considerable,3,Moderate,2,Howling winds and heavy precipitation means that it's probably best to avoid avalanche terrain Thursday.,
2015-02-06,High,4,High,4,Moderate,2,At this point in the storm the serious problem exists where the precipitation is falling as snow.,
2015-02-07,High,4,High,4,Considerable,3,Looks like the conditions will be downright atrocious through the weekend. With the ongoing deluge it's probably best to continue to avoid avalanche terrain.,
2015-02-08,High,4,Considerable,3,Moderate,2,Storm slabs have been triggered with light loads in the alpine recently. With a situation as dynamic as this it's best to stick to simple terrain as the snowpack adjusts.,
2015-02-09,Considerable,3,Considerable,3,Moderate,2,"While the storm is finally over, remain cautious, especially with your approach to terrain choices in the Alpine Monday.",
2015-02-10,Considerable,3,Moderate,2,Moderate,2,Uncertainty surrounding a dynamic freezing level will likely keep alpine danger ratings elevated through the week.,
2015-02-11,Considerable,3,Moderate,2,Moderate,2,A rising freezing level will likely keep alpine danger ratings elevated through the week.,
2015-02-12,Considerable,3,Considerable,3,Moderate,2,At upper elevations where rain is forecast to fall on previously dry snow we could see avalanches release on the curst that formed early in February. Warming temperatures will also increase the likelihood of cornice collapse.,
2015-02-13,Moderate,2,Moderate,2,Low,1,We could see rain to the summits on Friday followed by drier and cooler conditions on the weekend. Certainly not ideal for snow quality!,
2015-02-14,Moderate,2,Low,1,Low,1,Conditions will remain spring-like over the weekend.,
2015-02-15,Moderate,2,Moderate,2,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp",
2015-02-16,Low,1,Low,1,Low,1,Rising freezing levels and solar radiation will have a weakening effect on the snowpack. Watch for conditions that change throughout the day.,
2015-02-17,Low,1,Low,1,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp",
2015-02-18,Low,1,Low,1,Low,1,"Please become a member of Avalanche Canada today! For more information, go to: https://membership.avalanche.ca/np/clients/cac/membershipJoin.jsp",
2015-02-19,Moderate,2,Low,1,Low,1,Only light accumulations are expected on Thursday. Ullr promises to really make it snow again if you become a member of Avalanche Canada. Sign up today by going to: avalanche.ca/membership,
2015-02-20,Low,1,Low,1,Low,1,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.,
2015-02-21,Low,1,Low,1,Low,1,Does green mean go? No! Keep your wits about you: avalanches are still possible in isolated areas.,
2015-02-22,Moderate,2,Low,1,Low,1,Become a member of Avalanche Canada today.,
2015-02-23,Moderate,2,Low,1,Low,1,Become a member of Avalanche Canada today.,
2015-02-24,Low,1,Low,1,Low,1,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.,
2015-02-25,Low,1,Low,1,Low,1,Generally safe avalanche conditions. Watch out for unstable snow on isolated terrain features.,
2015-02-26,Low,1,Low,1,Low,1,"Be cautious of the potential for new wind slab development Wednesday overnight.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership",
2015-02-27,Low,1,Low,1,Low,1,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership",
2015-02-28,Low,1,Low,1,Low,1,"Conditions are generally stable but keep a heads up around cornices and on steep, sun exposed slopes in the afternoon.
Are you a member of Avalanche Canada? Join today at avalanche.ca/membership",
2015-03-01,Low,1,Low,1,Low,1,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.,
2015-03-02,Low,1,Low,1,Low,1,Are you a member of Avalanche Canada? Join today at avalanche.ca/membership.,
2015-03-03,Low,1,Low,1,Low,1,Watch for thin wind slabs if you're traveling in the alpine Tuesday.,
2015-03-04,Moderate,2,Low,1,Low,1,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain.",
2015-03-05,Low,1,Low,1,Low,1,"Watch for thin wind slabs in the alpine that could be problematic, especially in technical terrain.",
2015-03-06,Low,1,Low,1,Low,1,Do the difficult things while they are easy - Lao Tzu,
2015-03-07,Low,1,Low,1,Low,1,Watch out for daytime warming. Increased temperatures and solar radiation may increase the chances of avalanche activity.,
2015-03-08,Low,1,Low,1,Low,1,Watch out for daytime warming. Increased temperatures and solar radiation may increase the likelihood of avalanche activity.,
2015-03-09,Low,1,Low,1,Low,1,Snow is forecast for Wednesday!,
2015-03-10,Low,1,Low,1,Low,1,There is precipitation in the forecast !,
2015-03-11,Moderate,2,Low,1,Low,1,Freezing levels will be important and determine whether this incoming precipitation arrives as rain or snow.,
2015-03-12,Moderate,2,Moderate,2,Low,1,New snow with a rapid rise in temperatures could significantly up the hazard in select locations.,
2015-03-13,Moderate,2,Moderate,2,Low,1,"New snow, high winds, rising temperatures are the perfect recipe for avalanche activity.  Careful route selection is critical for safe backcountry riding at this time.",
2015-03-14,Considerable,3,Moderate,2,Low,1,Recent additional load to the wind slabs and cornices require careful route finding and decision making.,
2015-03-15,Considerable,3,Moderate,2,Low,1,Wind slabs and Cornices are still on the radar.,
2015-03-16,Considerable,3,Moderate,2,Low,1,Winds are redistributing the recent snowfall into slabs on lee slopes. Careful terrain selection and route finding are important for safe back country riding.,
2015-03-17,Moderate,2,Moderate,2,Low,1,"Now that the storm is over, signs of avalanche danger may be less obvious. Touchy wind slabs are lingering. If its sunny, avoid large sun-baked slopes.",
2015-03-18,Considerable,3,Moderate,2,Low,1,Winds have created a variable snowpack. Be alert to conditions that change with aspect and elevation.,
2015-03-19,Considerable,3,Considerable,3,Low,1,"Forecast snowfall amounts are highly uncertain for Thursday. If more than 20cm falls in your area, the Avalanche Danger may be High.",
2015-03-20,High,4,Considerable,3,Low,1,"New snow, strong winds and rising temperatures make a great recipe for avalanches. Add in a touchy weak layer buried in the upper snowpack and things may get a bit spicy.",
2015-03-21,Considerable,3,Considerable,3,Low,1,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind",
2015-03-22,Considerable,3,Considerable,3,Low,1,"The current snowpack structure is atypical for this region, especially at this time of year. Check out this blog post for more details: http://www.avalanche.ca/blogs/VQxmdCUAAJZDmnXn/rainsnowwind",
2015-03-23,Considerable,3,Moderate,2,Low,1,The Sea to Sky region is in a lower probability/high consequence avalanche pattern with a snowpack structure that is atypical for this time of year. Conservative terrain selection remains critical.,
2015-03-24,Considerable,3,Moderate,2,Low,1,The region remains in a lower probability/high consequence avalanche pattern with a snowpack structure that is atypical for this time of year. Conservative terrain selection remains critical.,
2015-03-25,Considerable,3,Considerable,3,Low,1,"The region has a potentially volatile snowpack structure which although atypical for this time of year, continues to produce very large human triggered avalanches.",
2015-03-26,High,4,Considerable,3,Low,1,Warming temperatures are expected to increase the reactivity of the persistent slab which continues to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2,
2015-03-27,Considerable,3,Considerable,3,Low,1,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2,
2015-03-28,Considerable,3,Considerable,3,Low,1,Unusual persistent slabs continue to produce very large human triggered avalanches. See the latest forecaster blog for a more in depth look at this situation: http://bit.ly/1HHQrK2,
2015-03-29,High,4,High,4,Moderate,2,Don't underestimate the avalanche danger at this time. Forecast new snow and rain could overload a significant weak layer with the potential to release very large avalanches. See this blog post for additional info: http://bit.ly/1HHQrK2,
2015-03-30,High,4,High,4,Moderate,2,Don't underestimate the avalanche danger at this time. Forecast new snow and rain could overload a significant weak layer with the potential to release very large avalanches. See this blog post for additional info: http://bit.ly/1HHQrK2,
2015-03-31,Considerable,3,Considerable,3,Low,1,Large and destructive avalanches will remain a concern long after the stormy weather has ended. See this blog post for additional info: http://bit.ly/1HHQrK2,
2015-04-01,Considerable,3,Moderate,2,Low,1,"The storm has ended, but deep and destructive weak layers are still reactive in snowpack tests. Very large avalanches are still possible.",
2015-04-02,Considerable,3,Moderate,2,Low,1,Deep persistent weaknesses are still reactive in snowpack tests. Very large avalanches are still possible.,
2015-04-03,Considerable,3,Moderate,2,Low,1,Deep persistent weaknesses are still producing avalanches. Big alpine features cannot be trusted.,
2015-04-04,Moderate,2,Moderate,2,Low,1,Use caution when venturing into big terrain. Persistent weaknesses buried in the snowpack are still capable of producing large destructive avalanches.,
2015-04-05,Moderate,2,Low,1,Low,1,Hazard may change to higher than forecast with daytime warming on solar aspects. Cornices should be regarded with respect and suspicion.,
2015-04-06,Moderate,2,Moderate,2,No Rating,0,The hazard may go higher in select terrain due to daytime heating. Cornice features are definitely something to be concerned with!,
2015-04-07,Moderate,2,Low,1,Low,1,Spring conditions are now with us. Solar warming and cornices should be on the radar for riders. The hazard may go higher than forecast in the afternoon.,
2015-04-08,Moderate,2,Low,1,Low,1,"Sunshine are warmth are the primary drivers of avalanche hazard. Avoid sun exposed slopes in the afternoon, and stick to higher, shady aspects for the best snow.",
2015-04-09,Moderate,2,Low,1,Low,1,"Stick to higher shady slopes for the best snow, but keep the persistent slab problem in mind when choosing your line.",
2015-04-10,Moderate,2,Low,1,Low,1,"The best riding will be on high sheltered north aspects, but be mindful of the buried weak layers. Solar aspects may become active in the afternoon.",
2015-04-11,Considerable,3,Moderate,2,Low,1,Incoming precipitation with strong winds will be the driver of the avalanche hazard for the next 3 or 4 days.,
2015-04-12,Considerable,3,Moderate,2,Low,1,Use caution in wind loaded terrain and on big features.,
2015-04-13,Considerable,3,Moderate,2,Low,1,Use caution in areas with recent wind deposition,
2015-04-14,Considerable,3,Moderate,2,Low,1,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities.",
2015-04-15,Considerable,3,Moderate,2,Low,1,"Tricky winter conditions exist at higher elevations. Spring-like, convective weather directly influences the snowpack and avalanche hazard can change quickly. Use a conservative approach and watch for signs of instabilities.",
2015-04-16,Considerable,3,Moderate,2,Low,1,Tricky winter conditions exist at higher elevations. Solar radiation and rising temperatures are forecast and avalanche hazard can rise quickly. Use a conservative approach and watch for signs of instabilities.,
2015-04-17,Moderate,2,Moderate,2,Low,1,Solar radiation and rising temperatures will destabilize the snowpack and avalanche hazard can rise quickly. Watch overhead hazards like cornice fall. Loose wet sluffing and solar triggered slab avalanches.,
2015-04-18,Considerable,3,Considerable,3,Low,1,Solar radiation and rising temperatures will destabilize the snowpack and avalanche hazard can rise quickly. Check out the new blog post for this region: www.avalanche.ca/blogs/VTAw_CcAAIUPxFdk/south-coast-problems,
2015-04-19,Considerable,3,Considerable,3,Low,1,"Strong solar radiation, high freezing levels, and very warm temperatures may increase the avalanche danger rapidly. If there is no overnight re-freeze in your area, you should avoid avalanche terrain.",
2015-04-20,Considerable,3,Considerable,3,Low,1,This is the last avalanche bulletin with danger ratings for this region this season.,
2015-04-21,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-22,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-23,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-24,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-25,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-26,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-27,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-28,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-29,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-04-30,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-11-01,No Rating,0,No Rating,0,No Rating,0,"Spring-time avalanche danger could range from Low to High with rapidly changing conditions. Travel early in the day to minimize risk.
Copy the following link for more info on managing spring conditions: www.avalanche.ca/spring.Or CLICK HERE.",
2015-11-02,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-03,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-04,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-05,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-06,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-07,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-08,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-09,Moderate,2,Moderate,2,Low,1,This is a test bulletin. These danger ratings are not accurate and should not be used for mountain travel.,
2015-11-10,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
2015-11-11,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
2015-11-12,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
2015-11-13,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
2015-11-14,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
2015-11-15,No Rating,0,No Rating,0,No Rating,0,"Daily avalanche forecasts will commence November 20th, 2015. Visit the Forecaster Blog where you can find the latest information about early season conditions.",
