date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code
2015-11-25,No Rating,0,No Rating,0,No Rating,0
2015-11-26,No Rating,0,No Rating,0,No Rating,0
2015-11-27,No Rating,0,No Rating,0,No Rating,0
2015-11-28,No Rating,0,No Rating,0,No Rating,0
2015-11-29,No Rating,0,No Rating,0,No Rating,0
2015-11-30,No Rating,0,No Rating,0,No Rating,0
2015-12-01,No Rating,0,No Rating,0,No Rating,0
2015-12-02,No Rating,0,No Rating,0,No Rating,0
2015-12-03,No Rating,0,No Rating,0,No Rating,0
2015-12-04,No Rating,0,No Rating,0,No Rating,0
2015-12-05,High,4,Considerable,3,No Rating,0
2015-12-06,High,4,Considerable,3,No Rating,0
2015-12-07,High,4,High,4,No Rating,0
2015-12-08,High,4,High,4,No Rating,0
2015-12-09,Considerable,3,Considerable,3,No Rating,0
2015-12-10,Considerable,3,Considerable,3,No Rating,0
2015-12-11,Moderate,2,Moderate,2,No Rating,0
2015-12-12,Moderate,2,Moderate,2,No Rating,0
2015-12-13,Considerable,3,Moderate,2,Low,1
2015-12-14,Considerable,3,Moderate,2,No Rating,0
2015-12-15,Moderate,2,Moderate,2,Low,1
2015-12-16,Moderate,2,Moderate,2,Low,1
2015-12-17,Moderate,2,Moderate,2,Low,1
2015-12-18,Considerable,3,Moderate,2,Moderate,2
2015-12-19,Considerable,3,Moderate,2,Moderate,2
2015-12-20,Considerable,3,Considerable,3,Moderate,2
2015-12-21,Considerable,3,Considerable,3,Moderate,2
2015-12-22,Considerable,3,Considerable,3,Moderate,2
2015-12-23,Moderate,2,Moderate,2,Low,1
2015-12-24,Moderate,2,Moderate,2,Moderate,2
2015-12-25,Moderate,2,Moderate,2,Low,1
2015-12-26,Moderate,2,Low,1,Low,1
2015-12-27,Moderate,2,Moderate,2,Low,1
2015-12-28,Moderate,2,Low,1,Low,1
2015-12-29,Low,1,Low,1,Low,1
2015-12-30,Low,1,Low,1,Low,1
2015-12-31,Moderate,2,Low,1,Low,1
2016-01-01,Moderate,2,Low,1,Low,1
2016-01-02,Moderate,2,Low,1,Low,1
2016-01-03,Low,1,Low,1,Low,1
2016-01-04,Moderate,2,Low,1,Low,1
2016-01-05,Moderate,2,Moderate,2,Low,1
2016-01-06,Moderate,2,Low,1,Low,1
2016-01-07,Moderate,2,Low,1,Low,1
2016-01-08,Low,1,Low,1,Low,1
2016-01-09,Low,1,Low,1,Low,1
2016-01-10,Low,1,Low,1,Low,1
2016-01-11,Low,1,Low,1,Low,1
2016-01-12,Considerable,3,Moderate,2,Low,1
2016-01-13,High,4,Considerable,3,Considerable,3
2016-01-14,Considerable,3,Considerable,3,Moderate,2
2016-01-15,Moderate,2,Moderate,2,Low,1
2016-01-16,Considerable,3,Considerable,3,Moderate,2
2016-01-17,High,4,Considerable,3,Considerable,3
2016-01-18,Considerable,3,Considerable,3,Moderate,2
2016-01-19,Considerable,3,Moderate,2,Moderate,2
2016-01-20,Considerable,3,Moderate,2,Moderate,2
2016-01-21,High,4,High,4,High,4
2016-01-22,Considerable,3,Considerable,3,Moderate,2
2016-01-23,Considerable,3,Considerable,3,Moderate,2
2016-01-24,Considerable,3,Moderate,2,Low,1
2016-01-25,Considerable,3,Moderate,2,Moderate,2
2016-01-26,Considerable,3,Considerable,3,Moderate,2
2016-01-27,Considerable,3,Considerable,3,Considerable,3
2016-01-28,High,4,Considerable,3,Moderate,2
2016-01-29,Considerable,3,Considerable,3,Moderate,2
2016-01-30,Considerable,3,Moderate,2,Low,1
2016-01-31,Considerable,3,Moderate,2,Low,1
2016-02-01,Moderate,2,Moderate,2,Moderate,2
2016-02-02,Moderate,2,Moderate,2,Moderate,2
2016-02-03,Moderate,2,Moderate,2,Moderate,2
2016-02-04,Considerable,3,Moderate,2,Moderate,2
2016-02-05,Considerable,3,Considerable,3,Moderate,2
2016-02-06,High,4,Considerable,3,Considerable,3
2016-02-07,Considerable,3,Considerable,3,Moderate,2
2016-02-08,High,4,Considerable,3,Moderate,2
2016-02-09,Considerable,3,Considerable,3,Considerable,3
2016-02-10,Moderate,2,Moderate,2,Moderate,2
2016-02-11,Moderate,2,Moderate,2,Low,1
2016-02-12,Moderate,2,Moderate,2,Low,1
2016-02-13,Moderate,2,Moderate,2,Low,1
2016-02-14,Considerable,3,Moderate,2,Moderate,2
2016-02-15,Moderate,2,Moderate,2,Low,1
2016-02-16,Considerable,3,Considerable,3,Moderate,2
2016-02-17,Considerable,3,Considerable,3,Moderate,2
2016-02-18,Considerable,3,Considerable,3,Low,1
2016-02-19,Considerable,3,Considerable,3,Moderate,2
2016-02-20,Considerable,3,Moderate,2,Moderate,2
2016-02-21,Moderate,2,Moderate,2,Low,1
2016-02-22,Moderate,2,Moderate,2,Low,1
2016-02-23,Moderate,2,Moderate,2,Low,1
2016-02-24,Moderate,2,Moderate,2,Low,1
2016-02-25,Moderate,2,Low,1,Low,1
2016-02-26,Moderate,2,Low,1,Low,1
2016-02-27,Moderate,2,Low,1,Low,1
2016-02-28,Moderate,2,Low,1,Low,1
2016-02-29,Moderate,2,Low,1,Low,1
2016-03-01,Moderate,2,Moderate,2,Low,1
2016-03-02,High,4,Considerable,3,Considerable,3
2016-03-03,Considerable,3,Considerable,3,Moderate,2
2016-03-04,Considerable,3,Considerable,3,Moderate,2
2016-03-05,High,4,High,4,Moderate,2
2016-03-06,Considerable,3,Considerable,3,Moderate,2
2016-03-07,Moderate,2,Moderate,2,Low,1
2016-03-08,Moderate,2,Moderate,2,Low,1
2016-03-09,Moderate,2,Moderate,2,Low,1
2016-03-10,High,4,Considerable,3,Considerable,3
2016-03-11,Considerable,3,Moderate,2,Moderate,2
2016-03-12,Considerable,3,Considerable,3,Moderate,2
2016-03-13,Considerable,3,Considerable,3,Moderate,2
2016-03-14,Considerable,3,Moderate,2,Moderate,2
2016-03-15,Considerable,3,Considerable,3,Moderate,2
2016-03-16,Moderate,2,Moderate,2,Low,1
2016-03-17,Moderate,2,Moderate,2,Low,1
2016-03-18,Considerable,3,Moderate,2,Low,1
2016-03-19,Moderate,2,Moderate,2,Low,1
2016-03-20,Moderate,2,Moderate,2,Low,1
2016-03-21,Moderate,2,Moderate,2,Low,1
2016-03-22,Moderate,2,Moderate,2,Low,1
2016-03-23,Considerable,3,Moderate,2,Low,1
2016-03-24,Considerable,3,Moderate,2,Low,1
2016-03-25,Considerable,3,Considerable,3,Moderate,2
2016-03-26,Moderate,2,Moderate,2,Low,1
2016-03-27,Considerable,3,Considerable,3,Moderate,2
2016-03-28,Considerable,3,Considerable,3,Moderate,2
2016-03-29,Moderate,2,Moderate,2,Low,1
2016-03-30,Moderate,2,Moderate,2,Moderate,2
2016-03-31,Moderate,2,Moderate,2,Moderate,2
2016-04-01,Considerable,3,Considerable,3,Moderate,2
2016-04-02,Moderate,2,Moderate,2,Moderate,2
2016-04-03,Moderate,2,Moderate,2,Low,1
2016-04-04,Considerable,3,Considerable,3,Moderate,2
2016-04-05,Moderate,2,Moderate,2,Low,1
2016-04-06,Considerable,3,Moderate,2,Moderate,2
2016-04-07,Considerable,3,Considerable,3,Moderate,2
2016-04-08,Considerable,3,Considerable,3,Moderate,2
2016-04-09,Considerable,3,Moderate,2,Low,1
2016-04-10,No Rating,0,No Rating,0,No Rating,0
2016-04-11,No Rating,0,No Rating,0,No Rating,0
2016-04-12,No Rating,0,No Rating,0,No Rating,0
2016-04-13,No Rating,0,No Rating,0,No Rating,0
2016-04-14,No Rating,0,No Rating,0,No Rating,0
2016-04-15,No Rating,0,No Rating,0,No Rating,0
2016-04-16,No Rating,0,No Rating,0,No Rating,0
2016-04-17,No Rating,0,No Rating,0,No Rating,0
2016-04-18,No Rating,0,No Rating,0,No Rating,0
2016-04-19,No Rating,0,No Rating,0,No Rating,0
2016-04-20,No Rating,0,No Rating,0,No Rating,0
2016-04-21,No Rating,0,No Rating,0,No Rating,0
2016-04-22,No Rating,0,No Rating,0,No Rating,0
2016-04-23,No Rating,0,No Rating,0,No Rating,0
2016-04-24,No Rating,0,No Rating,0,No Rating,0
2016-04-25,No Rating,0,No Rating,0,No Rating,0
2016-04-26,No Rating,0,No Rating,0,No Rating,0
2016-04-27,No Rating,0,No Rating,0,No Rating,0
2016-04-28,No Rating,0,No Rating,0,No Rating,0
2016-04-29,No Rating,0,No Rating,0,No Rating,0
2016-04-30,No Rating,0,No Rating,0,No Rating,0
2016-05-01,No Rating,0,No Rating,0,No Rating,0
2016-11-02,No Rating,0,No Rating,0,No Rating,0
2016-11-03,,,,,,
2016-11-04,,,,,,
2016-11-05,,,,,,
2016-11-06,,,,,,
2016-11-07,,,,,,
2016-11-08,,,,,,
2016-11-09,,,,,,
2016-11-10,,,,,,
2016-11-11,,,,,,
2016-11-12,,,,,,
2016-11-13,,,,,,
2016-11-14,,,,,,
2016-11-15,,,,,,
2016-11-16,,,,,,
2016-11-17,,,,,,
2016-11-18,,,,,,
2016-11-19,,,,,,
2016-11-20,,,,,,
2016-11-21,,,,,,
2016-11-22,,,,,,
2016-11-23,,,,,,
2016-11-24,,,,,,
2016-11-25,,,,,,
2016-11-26,,,,,,
2016-11-27,,,,,,
2016-11-28,,,,,,
2016-11-29,,,,,,
2016-11-30,,,,,,
2016-12-01,,,,,,
2016-12-02,,,,,,
2016-12-03,,,,,,
2016-12-04,,,,,,
2016-12-05,,,,,,
2016-12-06,,,,,,
2016-12-07,Moderate,2,Moderate,2,No Rating,0
2016-12-08,Moderate,2,Moderate,2,Low,1
2016-12-09,High,4,High,4,Moderate,2
2016-12-10,High,4,High,4,Considerable,3
2016-12-11,Considerable,3,Considerable,3,Moderate,2
2016-12-12,Considerable,3,Considerable,3,Moderate,2
2016-12-13,Moderate,2,Moderate,2,Low,1
2016-12-14,Moderate,2,Low,1,Low,1
2016-12-15,Moderate,2,Low,1,Low,1
2016-12-16,Moderate,2,Moderate,2,Low,1
2016-12-17,Moderate,2,Moderate,2,Low,1
2016-12-18,Considerable,3,Moderate,2,Low,1
2016-12-19,High,4,Considerable,3,Moderate,2
2016-12-20,High,4,High,4,Considerable,3
2016-12-21,High,4,Considerable,3,Considerable,3
2016-12-22,Considerable,3,Considerable,3,Moderate,2
2016-12-23,Moderate,2,Moderate,2,Low,1
2016-12-24,Low,1,Low,1,Low,1
2016-12-25,High,4,High,4,Considerable,3
2016-12-26,High,4,High,4,Considerable,3
2016-12-27,High,4,High,4,Considerable,3
2016-12-28,Considerable,3,Considerable,3,Moderate,2
2016-12-29,Considerable,3,Moderate,2,Moderate,2
2016-12-30,Considerable,3,Moderate,2,Moderate,2
2016-12-31,Considerable,3,Moderate,2,Moderate,2
2017-01-01,Moderate,2,Moderate,2,Low,1
2017-01-02,Moderate,2,Moderate,2,Low,1
2017-01-03,Moderate,2,Low,1,Low,1
2017-01-04,Moderate,2,Low,1,Low,1
2017-01-05,Low,1,Low,1,Low,1
2017-01-06,Low,1,Low,1,Low,1
2017-01-07,Low,1,Low,1,Low,1
2017-01-08,Moderate,2,Low,1,Low,1
2017-01-09,Considerable,3,Considerable,3,Moderate,2
2017-01-10,Moderate,2,Moderate,2,Low,1
2017-01-11,Moderate,2,Moderate,2,Low,1
2017-01-12,Moderate,2,Low,1,Low,1
2017-01-13,Moderate,2,Low,1,Low,1
2017-01-14,Moderate,2,Low,1,Low,1
2017-01-15,Moderate,2,Low,1,Low,1
2017-01-16,Considerable,3,Considerable,3,Moderate,2
2017-01-17,Considerable,3,Considerable,3,Moderate,2
2017-01-18,Considerable,3,Moderate,2,Moderate,2
2017-01-19,Considerable,3,Moderate,2,Moderate,2
2017-01-20,Moderate,2,Moderate,2,Low,1
2017-01-21,Moderate,2,Low,1,Low,1
2017-01-22,Moderate,2,Low,1,Low,1
2017-01-23,Moderate,2,Low,1,Low,1
2017-01-24,Moderate,2,Low,1,Low,1
2017-01-25,Low,1,Low,1,Low,1
2017-01-26,Low,1,Low,1,Low,1
2017-01-27,Low,1,Low,1,Low,1
2017-01-28,Moderate,2,Moderate,2,Low,1
2017-01-29,Moderate,2,Moderate,2,Low,1
2017-01-30,Low,1,Low,1,Low,1
2017-01-31,Low,1,Low,1,Low,1
2017-02-01,Low,1,Low,1,Low,1
2017-02-02,Low,1,Low,1,Low,1
2017-02-03,Moderate,2,Moderate,2,Low,1
2017-02-04,Considerable,3,Moderate,2,Moderate,2
2017-02-05,Considerable,3,Considerable,3,Moderate,2
2017-02-06,High,4,High,4,Considerable,3
2017-02-07,Moderate,2,Moderate,2,Low,1
2017-02-08,Considerable,3,Considerable,3,Considerable,3
2017-02-09,Considerable,3,Considerable,3,Considerable,3
2017-02-10,Considerable,3,Moderate,2,Low,1
2017-02-11,Moderate,2,Moderate,2,Low,1
2017-02-12,Moderate,2,Low,1,Low,1
2017-02-13,Moderate,2,Low,1,Low,1
2017-02-14,Considerable,3,Considerable,3,Moderate,2
2017-02-15,Considerable,3,Considerable,3,Moderate,2
2017-02-16,Considerable,3,Considerable,3,Moderate,2
2017-02-17,Moderate,2,Moderate,2,Low,1
2017-02-18,Low,1,Low,1,Low,1
2017-02-19,Low,1,Low,1,Low,1
2017-02-20,Considerable,3,Moderate,2,Moderate,2
2017-02-21,Considerable,3,Moderate,2,Moderate,2
2017-02-22,Moderate,2,Low,1,Low,1
2017-02-23,Moderate,2,Low,1,Low,1
2017-02-24,Moderate,2,Moderate,2,Low,1
2017-02-25,Moderate,2,Moderate,2,Low,1
2017-02-26,Moderate,2,Low,1,Low,1
2017-02-27,Moderate,2,Low,1,Low,1
2017-02-28,Moderate,2,Low,1,Low,1
2017-03-01,High,4,Considerable,3,Low,1
2017-03-02,High,4,Considerable,3,Low,1
2017-03-03,High,4,High,4,Moderate,2
2017-03-04,High,4,Considerable,3,Moderate,2
2017-03-05,Considerable,3,Moderate,2,Low,1
2017-03-06,Considerable,3,Moderate,2,Moderate,2
2017-03-07,Considerable,3,Considerable,3,Moderate,2
2017-03-08,Considerable,3,Considerable,3,Moderate,2
2017-03-09,Considerable,3,Moderate,2,Moderate,2
2017-03-10,High,4,High,4,Considerable,3
2017-03-11,High,4,Considerable,3,Considerable,3
2017-03-12,High,4,High,4,Considerable,3
2017-03-13,Considerable,3,Considerable,3,Low,1
2017-03-14,High,4,Considerable,3,Moderate,2
2017-03-15,High,4,Considerable,3,Considerable,3
2017-03-16,Considerable,3,Considerable,3,Moderate,2
2017-03-17,High,4,High,4,Considerable,3
2017-03-18,Considerable,3,Moderate,2,Low,1
2017-03-19,Moderate,2,Low,1,Low,1
2017-03-20,Moderate,2,Moderate,2,Low,1
2017-03-21,Considerable,3,Considerable,3,Moderate,2
2017-03-22,Considerable,3,Moderate,2,Low,1
2017-03-23,High,4,High,4,Considerable,3
2017-03-24,Considerable,3,Moderate,2,Low,1
2017-03-25,Considerable,3,Moderate,2,Low,1
2017-03-26,Moderate,2,Low,1,Low,1
2017-03-27,Considerable,3,Considerable,3,Moderate,2
2017-03-28,High,4,Considerable,3,Moderate,2
2017-03-29,Considerable,3,Considerable,3,Moderate,2
2017-03-30,Considerable,3,Moderate,2,Low,1
2017-03-31,Moderate,2,Low,1,Low,1
2017-04-01,Moderate,2,Low,1,Low,1
2017-04-02,Moderate,2,Moderate,2,Low,1
2017-04-03,Moderate,2,Low,1,Low,1
2017-04-04,Considerable,3,Considerable,3,Moderate,2
2017-04-05,High,4,Considerable,3,Moderate,2
2017-04-06,High,4,Considerable,3,Moderate,2
2017-04-07,High,4,Considerable,3,Moderate,2
2017-04-08,Considerable,3,Moderate,2,Low,1
2017-04-09,Moderate,2,Moderate,2,Low,1
2017-04-10,Moderate,2,Low,1,Low,1
2017-04-11,Moderate,2,Low,1,Low,1
2017-04-12,Moderate,2,Low,1,Low,1
2017-04-13,Moderate,2,Moderate,2,Low,1
2017-04-14,Moderate,2,Low,1,Low,1
2017-04-15,Considerable,3,Moderate,2,Low,1
2017-04-16,Moderate,2,Low,1,Low,1
2017-04-17,Considerable,3,Low,1,Low,1
2017-04-18,Considerable,3,Moderate,2,Low,1
2017-04-19,Moderate,2,Low,1,Low,1
2017-04-20,Considerable,3,Moderate,2,Moderate,2
2017-04-21,Moderate,2,Low,1,Low,1
2017-04-22,Considerable,3,Moderate,2,Low,1
2017-04-23,Moderate,2,Low,1,Low,1
2017-04-24,Low,1,Low,1,Low,1
2017-04-25,,,,,,
2017-04-26,,,,,,
2017-04-27,,,,,,
2017-04-28,,,,,,
2017-04-29,,,,,,
2017-04-30,,,,,,
2017-05-01,,,,,,
2017-11-02,,,,,,
2017-11-03,,,,,,
2017-11-04,,,,,,
2017-11-05,,,,,,
2017-11-06,,,,,,
2017-11-07,,,,,,
2017-11-08,,,,,,
2017-11-09,,,,,,
2017-11-10,,,,,,
2017-11-11,,,,,,
2017-11-12,,,,,,
2017-11-13,,,,,,
2017-11-14,,,,,,
2017-11-15,,,,,,
2017-11-16,,,,,,
2017-11-17,,,,,,
2017-11-18,,,,,,
2017-11-19,,,,,,
2017-11-20,,,,,,
2017-11-21,,,,,,
2017-11-22,,,,,,
2017-11-23,,,,,,
2017-11-24,,,,,,
2017-11-25,Moderate,2,Moderate,2,Moderate,2
2017-11-26,Moderate,2,Low,1,Low,1
2017-11-27,Moderate,2,Moderate,2,Moderate,2
2017-11-28,Considerable,3,Moderate,2,Low,1
2017-11-29,High,4,Considerable,3,Moderate,2
2017-11-30,Considerable,3,Moderate,2,Low,1
2017-12-01,Considerable,3,Moderate,2,Low,1
2017-12-02,Considerable,3,Moderate,2,Moderate,2
2017-12-03,Moderate,2,Low,1,Low,1
2017-12-04,Moderate,2,Moderate,2,Moderate,2
2017-12-05,Moderate,2,Moderate,2,Moderate,2
2017-12-06,Moderate,2,Moderate,2,Moderate,2
2017-12-07,Moderate,2,Moderate,2,Low,1
2017-12-08,Low,1,Low,1,Low,1
2017-12-09,Low,1,Low,1,Low,1
2017-12-10,Low,1,Low,1,Low,1
2017-12-11,Low,1,Low,1,Low,1
2017-12-12,Low,1,Low,1,Low,1
2017-12-13,Low,1,Low,1,Low,1
2017-12-14,Low,1,Low,1,Low,1
2017-12-15,Low,1,Low,1,Low,1
2017-12-16,Moderate,2,Moderate,2,Low,1
2017-12-17,Moderate,2,Moderate,2,Low,1
2017-12-18,Moderate,2,Moderate,2,Low,1
2017-12-19,Considerable,3,Considerable,3,Moderate,2
2017-12-20,Moderate,2,Low,1,Low,1
2017-12-21,Considerable,3,Moderate,2,Low,1
2017-12-22,Considerable,3,Moderate,2,Low,1
2017-12-23,Considerable,3,Moderate,2,Low,1
2017-12-24,Moderate,2,Moderate,2,Low,1
2017-12-25,Moderate,2,Low,1,Low,1
2017-12-26,Moderate,2,Low,1,Low,1
2017-12-27,Moderate,2,Low,1,Low,1
2017-12-28,Considerable,3,Considerable,3,Moderate,2
2017-12-29,Considerable,3,Considerable,3,Moderate,2
2017-12-30,Moderate,2,Moderate,2,Low,1
2017-12-31,Moderate,2,Moderate,2,Low,1
2018-01-01,Low,1,Low,1,Low,1
2018-01-02,Low,1,Low,1,Low,1
2018-01-03,Moderate,2,Low,1,Low,1
2018-01-04,Low,1,Low,1,Low,1
2018-01-05,Low,1,Low,1,Low,1
2018-01-06,Moderate,2,Moderate,2,Moderate,2
2018-01-07,Moderate,2,Moderate,2,Low,1
2018-01-08,Considerable,3,Moderate,2,Moderate,2
2018-01-09,Considerable,3,Moderate,2,Low,1
2018-01-10,Moderate,2,Moderate,2,Low,1
2018-01-11,High,4,High,4,Considerable,3
2018-01-12,Considerable,3,Moderate,2,Low,1
2018-01-13,Considerable,3,Considerable,3,Moderate,2
2018-01-14,Moderate,2,Moderate,2,Low,1
2018-01-15,Considerable,3,Considerable,3,Moderate,2
2018-01-16,Considerable,3,Considerable,3,Moderate,2
2018-01-17,High,4,High,4,High,4
2018-01-18,High,4,Considerable,3,Considerable,3
2018-01-19,High,4,Considerable,3,Considerable,3
2018-01-20,Considerable,3,Considerable,3,Moderate,2
2018-01-21,High,4,High,4,Considerable,3
2018-01-22,Considerable,3,Considerable,3,Considerable,3
2018-01-23,High,4,High,4,Considerable,3
2018-01-24,High,4,High,4,Moderate,2
2018-01-25,High,4,High,4,Moderate,2
2018-01-26,Considerable,3,Moderate,2,Moderate,2
2018-01-27,Considerable,3,Considerable,3,Moderate,2
2018-01-28,High,4,Considerable,3,Moderate,2
2018-01-29,High,4,Considerable,3,Moderate,2
2018-01-30,Considerable,3,Moderate,2,Moderate,2
2018-01-31,Moderate,2,Moderate,2,Moderate,2
2018-02-01,High,4,Considerable,3,Moderate,2
2018-02-02,High,4,Considerable,3,Moderate,2
2018-02-03,Considerable,3,Moderate,2,Moderate,2
2018-02-04,Considerable,3,Moderate,2,Low,1
2018-02-05,Moderate,2,Low,1,Low,1
2018-02-06,Low,1,Low,1,Low,1
2018-02-07,Low,1,Low,1,Low,1
2018-02-08,Moderate,2,Moderate,2,Moderate,2
2018-02-09,Moderate,2,Low,1,Low,1
2018-02-10,Low,1,Low,1,Low,1
2018-02-11,Low,1,Low,1,Low,1
2018-02-12,Moderate,2,Low,1,Low,1
2018-02-13,Moderate,2,Low,1,Low,1
2018-02-14,Moderate,2,Moderate,2,Moderate,2
2018-02-15,Moderate,2,Moderate,2,Moderate,2
2018-02-16,Moderate,2,Moderate,2,Low,1
2018-02-17,High,4,High,4,High,4
2018-02-18,Considerable,3,Considerable,3,Considerable,3
2018-02-19,Considerable,3,Considerable,3,Considerable,3
2018-02-20,Moderate,2,Moderate,2,Moderate,2
2018-02-21,Moderate,2,Moderate,2,Moderate,2
2018-02-22,Moderate,2,Moderate,2,Low,1
2018-02-23,Considerable,3,Considerable,3,Moderate,2
2018-02-24,Considerable,3,Considerable,3,Moderate,2
2018-02-25,Considerable,3,Considerable,3,Moderate,2
2018-02-26,Considerable,3,Moderate,2,Moderate,2
2018-02-27,Moderate,2,Moderate,2,Low,1
2018-02-28,Considerable,3,Considerable,3,Considerable,3
2018-03-01,High,4,High,4,High,4
2018-03-02,Considerable,3,Moderate,2,Low,1
2018-03-03,Considerable,3,Moderate,2,Low,1
2018-03-04,Moderate,2,Moderate,2,Low,1
2018-03-05,Moderate,2,Low,1,Low,1
2018-03-06,Moderate,2,Low,1,Low,1
2018-03-07,Moderate,2,Moderate,2,Low,1
2018-03-08,Moderate,2,Moderate,2,Low,1
2018-03-09,High,4,Considerable,3,Moderate,2
2018-03-10,Considerable,3,Moderate,2,Low,1
2018-03-11,Moderate,2,Moderate,2,Low,1
2018-03-12,Low,1,Low,1,Low,1
2018-03-13,Moderate,2,Low,1,Low,1
2018-03-14,Moderate,2,Low,1,Low,1
2018-03-15,Low,1,Low,1,Low,1
2018-03-16,Low,1,Low,1,Low,1
2018-03-17,Low,1,Low,1,Low,1
2018-03-18,Low,1,Low,1,Low,1
2018-03-19,Low,1,Low,1,Low,1
2018-03-20,Moderate,2,Moderate,2,Low,1
2018-03-21,Moderate,2,Moderate,2,Low,1
2018-03-22,Considerable,3,Considerable,3,Moderate,2
2018-03-23,Moderate,2,Moderate,2,Moderate,2
2018-03-24,Moderate,2,Moderate,2,Moderate,2
2018-03-25,Moderate,2,Moderate,2,Low,1
2018-03-26,High,4,High,4,Considerable,3
2018-03-27,Considerable,3,Moderate,2,Low,1
2018-03-28,Moderate,2,Moderate,2,Low,1
2018-03-29,Moderate,2,Low,1,Low,1
2018-03-30,Moderate,2,Low,1,Low,1
2018-03-31,Low,1,Low,1,Low,1
2018-04-01,Moderate,2,Low,1,Low,1
2018-04-02,Moderate,2,Low,1,Low,1
2018-04-03,Moderate,2,Low,1,Low,1
2018-04-04,Considerable,3,Moderate,2,Low,1
2018-04-05,Considerable,3,Moderate,2,Low,1
2018-04-06,Moderate,2,Moderate,2,Low,1
2018-04-07,Moderate,2,Moderate,2,Low,1
2018-04-08,Moderate,2,Low,1,Low,1
2018-04-09,Considerable,3,Moderate,2,Moderate,2
2018-04-10,Considerable,3,Considerable,3,Moderate,2
2018-04-11,Considerable,3,Moderate,2,Moderate,2
2018-04-12,Considerable,3,Considerable,3,Considerable,3
2018-04-13,High,4,Considerable,3,Considerable,3
2018-04-14,Considerable,3,Moderate,2,Low,1
2018-04-15,Moderate,2,Moderate,2,Moderate,2
2018-04-16,Moderate,2,Moderate,2,Low,1
2018-04-17,Moderate,2,Moderate,2,Low,1
2018-04-18,Considerable,3,Considerable,3,Moderate,2
2018-04-19,Moderate,2,Low,1,Low,1
2018-04-20,High,4,High,4,Considerable,3
2018-04-21,Considerable,3,Considerable,3,Moderate,2
2018-04-22,Considerable,3,Considerable,3,Considerable,3
2018-04-23,Considerable,3,Considerable,3,Considerable,3
2018-04-24,Considerable,3,Considerable,3,Considerable,3
2018-04-25,Considerable,3,Considerable,3,Considerable,3
2018-04-26,,,,,,
2018-04-27,,,,,,
2018-04-28,,,,,,
2018-04-29,,,,,,
2018-04-30,,,,,,
2018-05-01,,,,,,
2018-11-02,,,,,,
2018-11-03,,,,,,
2018-11-04,,,,,,
2018-11-05,,,,,,
2018-11-06,,,,,,
2018-11-07,,,,,,
2018-11-08,,,,,,
2018-11-09,,,,,,
2018-11-10,,,,,,
2018-11-11,,,,,,
2018-11-12,,,,,,
2018-11-13,,,,,,
2018-11-14,,,,,,
2018-11-15,,,,,,
2018-11-16,,,,,,
2018-11-17,,,,,,
2018-11-18,,,,,,
2018-11-19,,,,,,
2018-11-20,,,,,,
2018-11-21,,,,,,
2018-11-22,,,,,,
2018-11-23,,,,,,
2018-11-24,Moderate,2,Low,1,Low,1
2018-11-25,Considerable,3,Moderate,2,Low,1
2018-11-26,Considerable,3,Moderate,2,Low,1
2018-11-27,Considerable,3,Moderate,2,Low,1
2018-11-28,Moderate,2,Moderate,2,Low,1
2018-11-29,Moderate,2,Low,1,Low,1
2018-11-30,Moderate,2,Low,1,Low,1
2018-12-01,Moderate,2,Low,1,Low,1
2018-12-02,Moderate,2,Low,1,Low,1
2018-12-03,Low,1,Low,1,Low,1
2018-12-04,Low,1,Low,1,Low,1
2018-12-05,Moderate,2,Low,1,Low,1
2018-12-06,Moderate,2,Low,1,Low,1
2018-12-07,Low,1,Low,1,Low,1
2018-12-08,Low,1,Low,1,Low,1
2018-12-09,Moderate,2,Low,1,Low,1
2018-12-10,Considerable,3,Moderate,2,Low,1
2018-12-11,Considerable,3,Moderate,2,Low,1
2018-12-12,High,4,Considerable,3,Low,1
2018-12-13,High,4,Considerable,3,Low,1
2018-12-14,Considerable,3,Moderate,2,Low,1
2018-12-15,Considerable,3,Moderate,2,Low,1
2018-12-16,High,4,Considerable,3,Low,1
2018-12-17,High,4,High,4,Moderate,2
2018-12-18,High,4,Considerable,3,Low,1
2018-12-19,Considerable,3,Moderate,2,Low,1
2018-12-20,Considerable,3,Moderate,2,Low,1
2018-12-21,Considerable,3,Moderate,2,Low,1
2018-12-22,High,4,Considerable,3,Considerable,3
2018-12-23,Considerable,3,Moderate,2,Low,1
2018-12-24,Moderate,2,Moderate,2,Low,1
2018-12-25,Moderate,2,Low,1,Low,1
2018-12-26,Moderate,2,Moderate,2,Low,1
2018-12-27,Moderate,2,Moderate,2,Low,1
2018-12-28,High,4,High,4,Considerable,3
2018-12-29,High,4,High,4,Considerable,3
2018-12-30,Moderate,2,Low,1,Low,1
2018-12-31,Moderate,2,Low,1,Low,1
2019-01-01,Moderate,2,Low,1,Low,1
2019-01-02,High,4,High,4,High,4
2019-01-03,High,4,High,4,High,4
2019-01-04,High,4,High,4,High,4
2019-01-05,Considerable,3,Considerable,3,Moderate,2
2019-01-06,Considerable,3,Moderate,2,Moderate,2
2019-01-07,Considerable,3,Moderate,2,Low,1
2019-01-08,Moderate,2,Moderate,2,Moderate,2
2019-01-09,High,4,Considerable,3,Considerable,3
