date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems,
2018-01-01,Moderate,2,Moderate,2,Low,1,"Human triggered slab avalanches may become more likely as warm temperatures allow the storm snow to settle into a more cohesive slab. Keep a close eye on steep sun exposed slopes throughout the day too, warming may initiate natural loose avalanches.",
2018-01-02,Moderate,2,Moderate,2,Low,1,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too.",
2018-01-03,Moderate,2,Low,1,Low,1,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too.",
2018-01-04,Moderate,2,Low,1,Low,1,The odd small wind slab may still be human triggerable in more extreme terrain. The picture should start to change on Saturday as storm snow returns to the South Coast.,
2018-01-05,Moderate,2,Moderate,2,Moderate,2,"The current forecast calls for very little rain, but each run of the weather models shows more rain than the previous. Despite the recent warm temperatures, the effect of rain on snow could be dramatic. Watch for rapidly changing conditions Friday.",
2018-01-06,Moderate,2,Moderate,2,Low,1,Wind stiffened storm slabs are expected to form Friday night into Saturday at upper elevations. These slabs may be resting on a slight crust which could make them that much more sensitive to human triggering.,
2018-01-07,Moderate,2,Low,1,Low,1,A steady stream of light precipitation should fall as snow at upper elevations and begin to accumulate in the coming days.,
2018-01-08,Moderate,2,Moderate,2,Low,1,A steady stream of light precipitation should fall as snow at upper elevations and continue to accumulate in the coming days and gradually raise the avalanche danger.,
2018-01-09,Moderate,2,Moderate,2,Low,1,A few centimeters of snow accompanied by continued southwest wind Monday night will add to recently formed wind slabs that rest on a thin crust in many terrain features. The presence of crust may enhance the slabs sensitivity to human triggering.,
2018-01-10,Considerable,3,Moderate,2,Low,1,Recent light density snow may be hiding wind stiffened storm slabs in wind exposed terrain at and above treeline. These slabs rest on a buried crust that may enhance the slab's sensitivity to human triggering.,
2018-01-11,Considerable,3,Considerable,3,Moderate,2,These ratings are biased toward the southern half of the region where deeper storm totals are expected. They reflect conditions that are expected to develop Thursday afternoon as new snow and wind create fresh storm slabs at upper elevations.,
2018-01-12,Considerable,3,Considerable,3,Moderate,2,Natural avalanche activity can be expected if the sun makes an appearance on Saturday.,
2018-01-13,Considerable,3,Considerable,3,Moderate,2,Natural avalanche activity can be expected if the sun makes an appearance on Saturday.,
2018-01-14,Considerable,3,Considerable,3,Moderate,2,Continued warm temperatures will make the snow surface moist and primed for loose wet avalanches on steep terrain.,
2018-01-15,Considerable,3,Considerable,3,Moderate,2,Continued warm temperatures will make the snow surface moist and primed for loose wet avalanches on steep terrain.,
2018-01-16,Moderate,2,Moderate,2,Moderate,2,"Snow mixed with rain or wet flurries and strong winds are expected for the forecast period. The new snow will form touchy storm slabs, particularly on leeward, wind-loaded slopes. Watch for wet snow at lower elevations that receive rain.",
2018-01-17,Moderate,2,Moderate,2,Low,1,A storm system approaches late Wednesday bringing snow and rain. Where snow has fallen new storm slabs may be touchy particularly on wind-loaded slopes. Wet snow releases will be possible in areas where the snowpack has been soaked by rain.,
2018-01-18,High,4,High,4,Considerable,3,"A wet and wild winter storm system with heavy snow, strong winds and mild temperatures is increasing the avalanche hazard. Travel in avalanche terrain is not recommend until the new snow has had a chance to settle and bond to the old surface.",
2018-01-19,Considerable,3,Considerable,3,Moderate,2,"Snow and wind are expected to continue however, there is some uncertainty as to just how much snowfall some areas will see.  If trail breaking is deep and heavy, storm slabs have likely formed - stick to moderate terrain.",
2018-01-20,Considerable,3,Considerable,3,Moderate,2,With more snow and wind in the forecast storm slabs will continue to build.  Pay close attention to how the new snow is bonding and avoid freshly wind-loaded areas.,
2018-01-21,High,4,Considerable,3,Considerable,3,"A storm system is expected to bring more snow and wind Saturday night and Sunday. Monitor how the new snow is bonding, avoid freshly wind-loaded areas and stay clear of overhead hazard.",
2018-01-22,High,4,Considerable,3,Moderate,2,Continued stormy weather will keep the avalanche danger at HIGH.,
2018-01-23,Considerable,3,Considerable,3,Moderate,2,"Avalanche conditions are forecast to intensify throughout the day on Tuesday. Pay close attention to how much snow falls in your riding area, and be prepared to back-off to simple terrain.",
2018-01-24,Considerable,3,Considerable,3,Moderate,2,Expect hazard to be one step higher than forecast in localized areas that receive 30cm or more of new snow Tuesday night. Cautious route finding will be Critical to playing safe on Wednesday.,
2018-01-25,Considerable,3,Moderate,2,Moderate,2,Forecast new snow and wind on Tuesday night will add to an ongoing storm slab problem with increased reactivity expected in the alpine.,
2018-01-26,Considerable,3,Moderate,2,Moderate,2,"Recently formed storm slabs are expected to remain reactive to human triggers, especially in wind effected areas at treeline and above.",
2018-01-27,Considerable,3,Considerable,3,Moderate,2,"New snow and wind continue to create touchy storm slabs reactive to human triggers, especially in wind effected areas at treeline and above.",
2018-01-28,High,4,High,4,High,4,Natural avalanche cycle expected on Sunday. Travel in Avalanche terrain is not recommended.,
2018-01-29,High,4,High,4,Considerable,3,"More warm, wet, and, windy weather in the forecast means that dangerous avalanche conditions will persist on Monday.",
2018-01-30,Considerable,3,Considerable,3,Moderate,2,Give all that new snow a bit more time to stabilize before jumping into aggressive terrain. Storm slabs will be especially touchy in areas where high winds have created deep and variable deposits.,
2018-01-31,Considerable,3,Moderate,2,Low,1,"New snow and wind will keep the avalanche danger elevated at higher elevations on Thursday, especially in the south of the region where forecast snowfall amounts are the greatest.",
2018-02-01,Considerable,3,Moderate,2,Low,1,"New snow and wind will keep the avalanche danger elevated at higher elevations on Thursday, especially in the south of the region where forecast snowfall amounts are the greatest.",
2018-02-02,Considerable,3,Considerable,3,Low,1,"New snow and extreme winds will keep the avalanche danger elevated on Friday. In the Coquihalla area, where forecast snowfall amounts are the greatest, the avalanche danger may be HIGH.",
2018-02-03,High,4,High,4,Considerable,3,Danger ratings are for the south of the region (Coquihalla) based on heavy snowfall amounts. If you see more than 30cm of new snow the danger is HIGH. The north of the region (Duffey zone) will be at least one step lower with less forecast snow.,
2018-02-04,Considerable,3,Moderate,2,Moderate,2,"New snow totals are uncertain in this weather pattern. Danger ratings are based on higher snowfall amounts. Rain is forecast at tree line and below on Sunday, potentially adding a wet loose avalanche problem.",
2018-02-05,High,4,Considerable,3,Moderate,2,New snow totals are uncertain in this weather pattern. Danger ratings are based on higher snowfall amounts. Wind slabs and cornices are touchy: Give both a wide berth and avoid overhead hazard.,
2018-02-06,Considerable,3,Considerable,3,Moderate,2,New snow totals are uncertain in this weather pattern. Wind slabs and cornices are reactive to human triggers: Give both a wide berth and avoid overhead hazard.,
2018-02-07,Considerable,3,Considerable,3,Moderate,2,Storm snow amounts will vary across the region. The Coquihalla will see higher amounts then the Duffy. If your local riding area receives more than 25 cm of new snow consider the danger to be HIGH on Wednesday.,
2018-02-08,High,4,High,4,Considerable,3,Storm snow amounts will vary across the region. The Coquihalla will see higher amounts then the Duffy. Avoid avalanche terrain.,
2018-02-09,Considerable,3,Considerable,3,Moderate,2,The new snow at higher elevations may become reactive with the first hit of sunshine. Natural slab and loose dry avalanches are likely.,
2018-02-10,Considerable,3,Moderate,2,Low,1,A spike in natural avalanche activity may occur due to strong solar effect.,
2018-02-11,Moderate,2,Moderate,2,Low,1,Winds have formed pockets of reactive wind slab on leeward and cross-loaded slopes at upper elevations.  Also keep an eye on what's above or below you. Cornices are large and may become fragile with warm temperatures or sun-exposure.,
2018-02-12,Moderate,2,Moderate,2,Low,1,Winds have formed pockets of reactive wind slab on leeward and cross-loaded slopes at upper elevations. Also keep an eye on what's above or below you. Cornices are large and may become fragile with warm temperatures or sun-exposure.,
2018-02-13,Moderate,2,Moderate,2,Low,1,"Wind slab and cornice hazards are a very real concern. Careful evaluation of terrain, overhead hazards, and recent wind loading patterns remains essential to safe travel.",
2018-02-14,Moderate,2,Moderate,2,Low,1,Stay disciplined while avalanche danger is heightened. Wind slabs remain reactive to human triggering and will be building with new snow and wind over Tuesday night,
2018-02-15,Moderate,2,Moderate,2,Low,1,Wind slabs exist on a wide range of aspects and may be hidden by the most recent snow.,
2018-02-16,Considerable,3,Moderate,2,Low,1,Heavy snowfall in the southern part of the region on Friday will make conditions more dangerous than in the north.,
2018-02-17,High,4,Considerable,3,Considerable,3,Heavy snowfall in the southern part of the region will make conditions more dangerous than in the north.,
2018-02-18,Considerable,3,Considerable,3,Moderate,2,"Fresh storm slabs will be reactive to human-triggers, especially in wind-affected terrain.",
2018-02-19,Considerable,3,Moderate,2,Low,1,Wind slabs at higher elevations are the primary concern. Sheltered trees offer the best and safest riding.,
2018-02-20,Moderate,2,Moderate,2,Low,1,The snow is heavily wind-affected. Stick to sheltered trees to find the best and safest riding.,
2018-02-21,Moderate,2,Moderate,2,Low,1,The snow is heavily wind-affected. Stick to sheltered trees to find the best and safest riding.,
2018-02-22,Moderate,2,Moderate,2,Low,1,"Natural avalanche activity has tapered but wind slabs continue to be reactive to human triggering. Pay attention to overhead hazards like cornices, especially when the sun is out.",
2018-02-23,Moderate,2,Moderate,2,Low,1,"New snowfall may not bond well to underlying snow surfaces. Expect old and new wind slabs on all aspects at higher elevations, loose dry snow in sheltered areas, and looming cornices on ridgelines.",
2018-02-24,Considerable,3,Moderate,2,Low,1,"New snowfall likely won't bond well to underlying snow surfaces. Expect old and new slabs on all aspects at higher elevations, loose dry snow in sheltered areas, and looming cornices on ridgelines. Use caution on solar slopes when the sun is out.",
2018-02-25,Considerable,3,Considerable,3,Moderate,2,"Storm slabs have formed with recent snowfall. Expect them on all aspects with thicker slabs in lee features, loose dry snow in sheltered areas, and looming cornices on ridgelines. Treat the hazard higher if you see more snow than forecasted.",
2018-02-26,Considerable,3,Moderate,2,Moderate,2,"Storm slabs 20 to 40 cm in depth may remain problematic Monday. Choose wind sheltered terrain features while minimizing exposure to both cornices and overhead avalanche paths, the late winter sun packs a punch and could initiate natural avalanches.",
2018-02-27,Moderate,2,Moderate,2,Low,1,Fresh snow fall and westerly winds Tuesday will likely form a new round of shallow wind slabs that rest above wind slabs formed over the weekend. Seek out wind sheltered terrain where you can avoid the wind slab problem and find the best riding.,
2018-02-28,Moderate,2,Moderate,2,Low,1,This forecast is based around 1 to 5 cm of snow Wednesday and continued strong wind. If snow totals exceed 10 cm in the afternoon then danger ratings will be one step higher at all elevations. Seek out wind sheltered terrain!,
2018-03-01,Considerable,3,Moderate,2,Low,1,"One last shot of snow and wind Thursday night may form shallow wind slabs at upper elevations. Keep a close eye on the effects of the strong sun Friday, it could initiate natural avalanche activity very quickly.",
2018-03-02,Considerable,3,Moderate,2,Low,1,"One last shot of snow and wind Thursday night may form shallow wind slabs at upper elevations. Keep a close eye on the effects of the strong sun Friday, it could initiate natural avalanche activity very quickly.",
2018-03-03,Considerable,3,Moderate,2,Low,1,"Keep a close eye on the effects of the strong late-winter sun on Saturday, even brief periods of direct sun could initiate natural avalanche activity.",
2018-03-04,Moderate,2,Moderate,2,Low,1,Up to 40 cm of fresh snow in the south of the region is hiding wind slabs that may still be sensitive to human triggering. Overcast skies and isolated flurries are expected to limit the effects of the strong late-winter sun on Sunday.,
2018-03-05,Moderate,2,Moderate,2,Low,1,A week of benign weather will allow the snow to gradually gain strength. Use caution around wind loaded slopes where the recent snow may still be reactive to human triggers.,
2018-03-06,Moderate,2,Moderate,2,Low,1,Cornices and surface snow could become weak when hit by direct sunlight.,
2018-03-07,Moderate,2,Moderate,2,Low,1,Lingering wind slabs and cornices are a concern at higher elevations. Also be aware of direct sunlight weakening the surface snow on south-facing slopes.,
2018-03-08,Moderate,2,Moderate,2,Low,1,Danger will increase late on Thursday and into Friday as new snow accumulates.,
2018-03-09,Moderate,2,Moderate,2,Low,1,"Expect to see the first real warmup of the season with clear skies and rising freezing levels through the weekend into next week. This will initially impact the new snow that fell on Friday, especially on solar aspects.",
2018-03-10,Moderate,2,Moderate,2,Low,1,"Expect to see the first real warmup of the season with clear skies and rising freezing levels through the weekend into next week. This will initially impact the new snow that fell on Friday, especially on solar aspects.",
2018-03-11,Considerable,3,Considerable,3,Moderate,2,Expect avalanche danger to increase as the temperature rises through the day. Danger ratings are rated for the heat of the day when the likelihood of triggering an avalanche is highest.,
2018-03-12,Considerable,3,Considerable,3,Moderate,2,Expect avalanche danger to increase as the temperature rises through the day. Danger ratings are rated for the heat of the day when the likelihood avalanches triggering is highest.,
2018-03-13,Moderate,2,Low,1,Low,1,Improved stability is expected with cooling temperatures on Wednesday. Keep your guard up at high elevations where recent warming had less of a stabilizing effect.,
2018-03-14,Moderate,2,Low,1,Low,1,This is the time of year to pay close attention to daytime warming and solar effect. Expect new snow accumulations to become increasingly unstable with any warming on Thursday.,
2018-03-15,Moderate,2,Low,1,Low,1,Lingering wind slabs remain a concern in the north of the region. Exercise increasing caution around solar aspects and lower elevations as loose wet avalanche conditions develop over the day.,
2018-03-16,Moderate,2,Moderate,2,Low,1,"Observations of reactive surface hoar have renewed concern for slab avalanche danger in the north of the region. Avalanche danger is generally LOW in the south of the region, requiring normal cautions.",
2018-03-17,Moderate,2,Moderate,2,Low,1,"Observations of reactive surface hoar have renewed concern for slab avalanche danger in the north of the region. Avalanche danger is generally LOW in the south of the region, requiring normal caution.",
2018-03-18,Moderate,2,Moderate,2,Low,1,"Observations of reactive surface hoar have renewed concern for slab avalanche danger in the north of the region. Avalanche danger is generally LOW in the south of the region, requiring normal caution.",
2018-03-19,Moderate,2,Moderate,2,Low,1,"Continued observations of reactive surface hoar have renewed concern for slab avalanche danger in the north of the region, especially on the more committing objectives. Avalanche danger is generally LOW in the south of the region.",
2018-03-20,Moderate,2,Moderate,2,Low,1,"Skiers continue to trigger large avalanches on buried surface hoar which means it is not full ""go time"" yet, especially on the bigger lines.
This layer has not been reactive in the south of the region where the danger is generally LOW.",
2018-03-21,Moderate,2,Moderate,2,Low,1,"Skiers have recently triggered large avalanches on buried surface hoar which means it is not full ""go time"" yet, especially on the bigger lines.
This layer has not been reactive in the south of the region where the danger is generally LOW.",
2018-03-22,Considerable,3,Moderate,2,Moderate,2,"Watch for deteriorating avalanche conditions and steadily increasing hazard throughout the day. Both natural and human triggered avalanches will become increasing likely, especially in wind exposed terrain at and above treeline.",
2018-03-23,Considerable,3,Moderate,2,Low,1,"In the northern part of the region watch for new slab development at upper elevations. A buried surface hoar layer may also still be reactive in these areas. Meanwhile in the south, generally safe avalanche conditions are present at all elevations.",
2018-03-24,Moderate,2,Moderate,2,Low,1,"In the northern part of the region watch for wind slab development at upper elevations. A buried surface hoar layer may also still be reactive in these areas. Meanwhile in the south, generally safe avalanche conditions are present at all elevations.",
2018-03-25,Considerable,3,Considerable,3,Moderate,2,"A winter storm system is expected Sunday night into Tuesday. Significant snow is expected, however amounts are uncertain. If snowfall amounts reach or exceed the highest forecasted values, avalanche hazard will be HIGH. See ""Details"".",
2018-03-26,Considerable,3,Considerable,3,Moderate,2,"A strong winter storm system is expected Monday night into Tuesday. Significant snow is expected, however amounts are uncertain. If local snowfall amounts exceed forecasted values, avalanche hazard will increase.",
2018-03-27,Considerable,3,Moderate,2,Low,1,"Snowfall is forecast for the south of the region through the next few days, whereas the north will receive relatively little new snow. Danger ratings focus on the areas where accumulations will be greatest.",
2018-03-28,Moderate,2,Moderate,2,Low,1,"In the north of the region, recent new snow may be sitting on a weak layer of facets or surface hoar on shady aspects in the alpine and tree line.",
2018-03-29,Moderate,2,Moderate,2,Low,1,"In the north of the region, newly formed win slabs may be sitting on a weak layer of facets or surface hoar on shady aspects in the alpine and tree line.",
2018-03-30,Moderate,2,Moderate,2,Low,1,"In the north of the region, newly formed win slabs may be sitting on a weak layer of facets or surface hoar on shady aspects in the alpine and tree line.",
2018-03-31,Moderate,2,Moderate,2,Low,1,"In the north of the region, wind slabs may sit on a weak layer of facets or surface hoar on shady aspects in the alpine and tree line. See Friday's Forecaster Blog for more details: goo.gl/8Z83Cv
Avoid sunny slopes if the sun comes out in full force.",
2018-04-01,Moderate,2,Moderate,2,Low,1,"In the north of the region, wind slabs may sit on a weak layer of facets or surface hoar on shady aspects in the alpine and tree line. See Friday's Forecaster Blog for more details: goo.gl/8Z83Cv
Avoid sunny slopes if the sun comes out in full force.",
2018-04-02,Moderate,2,Moderate,2,Low,1,"Fresh snow may hide wind slabs on north aspects. Be wary of cornices: they are large and fragile, especially in the north of the region. Watch for rapid snow loading in the south (Coquihalla) on Tuesday, and be prepared to dial back terrain use.",
2018-04-03,Moderate,2,Moderate,2,Low,1,"Fresh snow may hide wind slabs on north aspects. Be wary of cornices: they are large and fragile, especially in the north of the region.",
2018-04-04,Considerable,3,Moderate,2,Low,1,Give cornices a respectful berth.,
2018-04-05,Moderate,2,Moderate,2,Low,1,Avalanche activity is possible on steep solar aspects if the sun peeks out.,
2018-04-06,Considerable,3,Moderate,2,Low,1,"Snow is forecasted for Saturday with associated strong winds. Be cautious of periods of rapid precipitation or wind loading, as avalanche activity may increase.",
2018-04-07,Considerable,3,Moderate,2,Low,1,Recent snowfall with strong winds has produced new slabs at higher elevations. Expect avalanche activity to increase on southerly aspects if the sun comes out.,
2018-04-08,Moderate,2,Moderate,2,Low,1,"Freezing levels will rise over Monday along with sunny patches in the afternoon. The warming will weaken the snow and increase the likelihood of triggering slabs, cornices, and loose wet avalanches. Expect the hazard to rise over the day.",
2018-04-09,Considerable,3,Considerable,3,Considerable,3,"Expect changing weather on Tuesday: high freezing levels dropping over the day, intense rain switching to snow, and strong winds. Warming will weaken the snow and new snow will form fresh slabs. Be very cautious with these rapid changes.",
2018-04-10,Considerable,3,Moderate,2,Moderate,2,"Ridgetop winds are strong from the southwest, building reactive wind slabs at upper elevations. Rising freezing levels will weaken the snow surface and increase the likelihood of triggering avalanches.",
2018-04-11,Considerable,3,Moderate,2,Low,1,"The calm before the storm!
Watch for wind slabs in the immediate lee side of ridgelines. They may be reactive to human triggers.",
2018-04-12,Considerable,3,Considerable,3,Moderate,2,Precipitation is forecast to start Friday morning and will intensify in the afternoon and evening. This will be accompanied by strong southwest wind. Avalanche danger will rise as the precipitation accumulates.,
2018-04-13,Considerable,3,Considerable,3,Moderate,2,There is uncertainty with the timing and intensity of forecast precipitation. Danger ratings are based on the high end of estimates for the south of the region.,
2018-04-14,Considerable,3,Considerable,3,Moderate,2,More snow forecasted in the south of the region Saturday night will keep the hazard at Considerable. Observe for the bond of the snow with the underlying crust before committing into avalanche terrain. Be particularly cautious if the sun comes out.,
2018-04-15,Considerable,3,Considerable,3,Moderate,2,"More snow on Monday, with the highest amounts in the south of the region, will keep the hazard at Considerable. Observe for the bond of the snow with the underlying surface before committing into avalanche terrain.",
2018-04-16,Considerable,3,Considerable,3,Moderate,2,Monday's snowfall accumulation was the highest in the south of the region. Local amounts of around 10 cm are possible on Tuesday. Observe for the bond of the snow with the underlying surface before committing into avalanche terrain.,
2018-04-17,Considerable,3,Moderate,2,Moderate,2,Observe for the bond of the recent snow with the underlying surface before committing into avalanche terrain. Also be cautious with the lingering weak layer in our snowpack. Don't be complacent -- these are not typical spring snowpack conditions.,
2018-04-18,Considerable,3,Considerable,3,Moderate,2,Warming and sun on Thursday will increase the likelihood of avalanches. Be very wary of the persistent weak layer in the snowpack in the north of the region.,
2018-04-19,Moderate,2,Moderate,2,Low,1,"A buried weak layer in the north of the region remains a concern, as well as pockets of wind slab in high, northerly terrain.  Also be wary of sunny slopes and cornices should the sun make an appearance.",
2018-04-20,Considerable,3,Moderate,2,Low,1,Forecast snowfall amounts are extremely variable throughout the region. Pay close attention to how much snow falls in your riding area and be prepared to back-off to simple terrain.,
2018-04-21,Considerable,3,Considerable,3,Moderate,2,"Warming and solar radiation will drive the avalanche danger in the coming days. Watch for conditions that change throughout the day, and be cautious of overhead hazards.",
2018-04-22,Considerable,3,Considerable,3,Moderate,2,"Warming and solar radiation will drive the avalanche danger in the coming days. Watch for conditions that change throughout the day, and be cautious of overhead hazards.",
2018-04-23,Considerable,3,Considerable,3,Considerable,3,"Sunshine and rising temperatures will elevate the avalanche danger throughout the week. Be aware of changing conditions throughout the day and avoid overhead hazards.
This is our final daily forecast for the season which will expire on April 25th.",
2018-04-24,Considerable,3,Considerable,3,Considerable,3,"Sunshine and rising temperatures will elevate the avalanche danger throughout the week. Be aware of changing conditions throughout the day and avoid overhead hazards.
This is our final daily forecast for the season which will expire on April 25th.",
2018-04-25,,,,,,,,
2018-04-26,,,,,,,,
2018-04-27,,,,,,,,
2018-04-28,,,,,,,,
2018-04-29,,,,,,,,
2018-04-30,,,,,,,,
2018-11-01,,,,,,,,
2018-11-02,,,,,,,,
2018-11-03,,,,,,,,
2018-11-04,,,,,,,,
2018-11-05,,,,,,,,
2018-11-06,,,,,,,,
2018-11-07,,,,,,,,
2018-11-08,,,,,,,,
2018-11-09,,,,,,,,
2018-11-10,,,,,,,,
2018-11-11,,,,,,,,
2018-11-12,,,,,,,,
2018-11-13,,,,,,,,
2018-11-14,,,,,,,,
2018-11-15,,,,,,,,
2018-11-16,,,,,,,,
2018-11-17,,,,,,,,
2018-11-18,,,,,,,,
2018-11-19,,,,,,,,
2018-11-20,,,,,,,,
2018-11-21,,,,,,,,
2018-11-22,,,,,,,,
2018-11-23,Moderate,2,Low,1,Low,1,"Rugged travel. If you make it to the alpine, watch out for wind loaded slopes.",
2018-11-24,Moderate,2,Low,1,Low,1,"Recent snowfall has eased the travel, but still expect it to be rugged. Watch out for wind slabs if you make it to alpine elevations.",
2018-11-25,Moderate,2,Low,1,Low,1,"Recent snowfall has eased the travel, but still expect it to be rugged. Watch out for wind slabs if you make it to alpine elevations.",
2018-11-26,Considerable,3,Moderate,2,Moderate,2,"Avalanche danger will be increasing over the day, especially for travelers set on following the snow line up into the alpine.",
2018-11-27,Considerable,3,Moderate,2,Moderate,2,Wind stiffened storm slabs are expected to remain sensitive to human triggering throughout the day Tuesday even as the storm begins to relent.,
2018-11-28,Considerable,3,Moderate,2,Low,1,"As temperatures begin to drop Tuesday night, storm slabs and cornices are expected to develop in the alpine.",
2018-11-29,Considerable,3,Moderate,2,Low,1,"We have no recent observations, but it looks wet and soggy at lower elevations. The exception is in the alpine where storm slabs and cornices likely pose a serious threat. Please let us know what you're seeing on the MIN!",
2018-11-30,Moderate,2,Low,1,Low,1,"We're working from very few observations. While dirt has reappeared at lower elevations, it is very much winter in the alpine where cornices and wind slabs may remain problematic this weekend. Please let us know what you're seeing on the MIN!",
2018-12-01,Moderate,2,Low,1,Low,1,"We're working from very few observations. While dirt has reappeared at lower elevations, it is very much winter in the alpine where cornices and wind slabs may remain problematic this weekend. Please let us know what you're seeing on the MIN!",
2018-12-02,Moderate,2,Low,1,Low,1,"We're on a positive track with last week's avalanche problems mostly stabilized, but you can likely still find trouble spots of wind slab and cornice in the alpine.",
2018-12-03,Moderate,2,Low,1,Low,1,"We're on a positive track with last week's avalanche problems mostly stabilized, but you can likely still find trouble spots of wind slab and cornice in the alpine.",
2018-12-04,Moderate,2,Low,1,Low,1,A shift to warming temperatures and strengthening sunshine is drawing attention to surface instabilities on Tuesday.,
2018-12-05,Moderate,2,Low,1,Low,1,"Reaching the alpine still involves rugged early season travel. With lots of sunshine in the forecast for Wednesday, you can expect increasingly active loose wet avalanche conditions if you make it there.",
2018-12-06,Moderate,2,Low,1,Low,1,Access to the alpine remains an unappealing prospect. Be ready to manage a mix of possible surface instabilities if you're planning a mission to where the snow is.,
2018-12-07,Low,1,Low,1,Low,1,"Keep your eyes peeled for small, 'reverse loaded' wind slabs if you make it to the alpine.",
2018-12-08,Low,1,Low,1,Low,1,A forecasted storm will start with clouds and isolated flurries tomorrow. Significant snowfall accumulation is expected to begin on Sunday.,
2018-12-09,Considerable,3,Moderate,2,Low,1,"Snowfall accumulation will increase through the day. If totals exceed 25cm, avalanche hazard will be HIGH.",
2018-12-10,Moderate,2,Low,1,Low,1,"A series of storms this week will hopefully blanket the region in snow. For now, storm slabs and avalanche hazard is confined to the alpine where snow has accumulated.",
2018-12-11,Considerable,3,Moderate,2,Low,1,Significant snowfall accumulation will drive up avalanche hazard. Choose conservative terrain during times of intense snowfall and wind.,
2018-12-12,High,4,Considerable,3,Moderate,2,Touchy storm slabs will continue be a concern as more snow and strong winds are on the way.,
2018-12-13,High,4,Considerable,3,Moderate,2,A Special Public Avalanche Warning is in effect for this region. Strong winds and warming will maintain high danger even though snow amounts are likely to taper off.,
2018-12-14,High,4,Considerable,3,Moderate,2,A Special Public Avalanche Warning is in effect for this region. Strong winds and warming will maintain high danger even though snow amounts are likely to taper off.,
2018-12-15,Considerable,3,Considerable,3,Moderate,2,"A Special Public Avalanche Warning is in effect for this region. Human triggered avalanches remain a concern, particularly at higher elevations.",
2018-12-16,High,4,High,4,Moderate,2,Incoming storms will drive the avalanche hazard for the next few days. The days for playing it safe and conservative continue!,
2018-12-17,Considerable,3,Considerable,3,Moderate,2,Forecast precipitation amounts have been reduced over the coming days. However there is a buried weak layer that is within the range of human triggering. A conservative approach to choosing terrain is recommended in the coming days.,
2018-12-18,Considerable,3,Considerable,3,Moderate,2,"Forecast precipitation amounts are uncertain Monday night and Tuesday. If new snow amounts are higher locally than indicated, then avalanche danger will be HIGH. Nonetheless a conservative approach to terrain selection is recommended.",
2018-12-19,Considerable,3,Considerable,3,Moderate,2,A brief break between storms on Wednesday. Expect avalanche danger to rise on Thursday as another Pacific frontal system impacts the region.,
2018-12-20,High,4,High,4,Considerable,3,HIGH danger is forecast for Thursday. Expect rapid snow loading and very strong winds. It is a good day to avoid avalanche terrain and stick to sufficiently low-angled slopes and densely-spaced trees.,
2018-12-21,Considerable,3,Moderate,2,Low,1,"Recent slabs formed at high elevations may still be reactive to human traffic, especially in lee terrain features. For the north of the region, be diligent around treeline where a buried weak layer may still linger.",
2018-12-22,Considerable,3,Moderate,2,Low,1,"Recent slabs formed at high elevations may still be reactive to human traffic, especially in lee terrain features. For the north of the region, be diligent around treeline where a buried weak layer may still linger.",
2018-12-23,Considerable,3,Moderate,2,Low,1,"The highest snowfall amounts are for the south of the region. Observe for new slabs that may form with snow and strong winds. For the north of the region, be diligent around treeline, where a buried weak layer may still linger.",
2018-12-24,Moderate,2,Moderate,2,Low,1,"Wind slabs may linger at higher elevations. For the north of the region, be diligent around treeline, where a buried weak layer still exists. See the forecaster's blog, which describes this persistent problem: www.avalanche.ca/blogs/persistent-slab",
2018-12-25,Moderate,2,Moderate,2,Low,1,"For the north of the region, be diligent around treeline, where a buried weak layer still lingers. See this forecaster's blog, which describes this persistent problem: www.avalanche.ca/blogs/persistent-slab",
2018-12-26,Moderate,2,Moderate,2,Low,1,"For the north of the region, be diligent around treeline, where a buried weak layer still lingers. See the forecaster's blog here, which describes this persistent problem.",
2018-12-27,Moderate,2,Moderate,2,Low,1,"For the north of the region, be diligent around treeline, where a buried weak layer still lingers. See the forecaster's blog here, which describes this persistent problem.",
2018-12-28,Moderate,2,Moderate,2,Low,1,"Snowfall will begin Friday as a storm approaches. For the north and far south of the region, be diligent around treeline, where a buried weak layer may still linger. See the forecaster's blog here, which describes this persistent problem.",
2018-12-29,Considerable,3,Moderate,2,Low,1,20-25cm of new snow at upper elevations in the southern portion of the region will require a few days to settle and stabilize.,
2018-12-30,Considerable,3,Moderate,2,Low,1,20-25cm of new snow at upper elevations in the southern portion of the region will require a few days to settle and stabilize.,
2018-12-31,Considerable,3,Moderate,2,Low,1,The forecast calls for a stable weather pattern over the next few days.,
2019-01-01,Moderate,2,Considerable,3,Low,1,A conservative approach to terrain selection is recommended at the tree line elevation band in the south of the region. A recently buried weak layer has been the culprit in several avalanche incidents around Coquihalla Summit and Manning Park.,
2019-01-02,Moderate,2,Considerable,3,Low,1,The incoming storm will build fresh storms slabs while older storm slabs may still be reactive at treeline elevations in southern parts of the region.,
