date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code
2020-01-25,Considerable,3,Considerable,3,Moderate,2
2020-01-26,High,4,Considerable,3,Considerable,3
2020-01-27,Considerable,3,Moderate,2,Moderate,2
2020-01-28,Considerable,3,Considerable,3,Moderate,2
2020-01-29,Considerable,3,Considerable,3,Moderate,2
2020-01-30,Considerable,3,Moderate,2,Low,1
2020-01-31,High,4,High,4,Moderate,2
2020-02-01,High,4,Considerable,3,Moderate,2
2020-02-02,High,4,Considerable,3,Considerable,3
2020-02-03,Considerable,3,Considerable,3,Considerable,3
2020-02-04,Considerable,3,Considerable,3,Considerable,3
2020-02-05,Considerable,3,Considerable,3,Moderate,2
2020-02-06,Considerable,3,Moderate,2,Moderate,2
2020-02-07,Considerable,3,Moderate,2,Moderate,2
2020-02-08,Considerable,3,Considerable,3,Moderate,2
2020-02-09,Considerable,3,Moderate,2,Moderate,2
2020-02-10,Considerable,3,Moderate,2,Moderate,2
2020-02-11,Moderate,2,Moderate,2,Low,1
2020-02-12,Moderate,2,Moderate,2,Low,1
2020-02-13,Moderate,2,Moderate,2,Low,1
2020-02-14,Moderate,2,Moderate,2,Low,1
2020-02-15,Moderate,2,Moderate,2,Low,1
2020-02-16,Moderate,2,Moderate,2,Low,1
2020-02-17,Moderate,2,Moderate,2,Moderate,2
2020-02-18,Moderate,2,Moderate,2,Moderate,2
2020-02-19,Moderate,2,Low,1,Low,1
2020-02-20,Low,1,Low,1,Low,1
2020-02-21,Low,1,Low,1,Low,1
2020-02-22,Moderate,2,Moderate,2,Low,1
2020-02-23,Considerable,3,Considerable,3,Moderate,2
2020-02-24,Considerable,3,Considerable,3,Moderate,2
2020-02-25,Moderate,2,Moderate,2,Moderate,2
2020-02-26,Moderate,2,Moderate,2,Low,1
2020-02-27,Moderate,2,Moderate,2,Low,1
2020-02-28,Considerable,3,Considerable,3,Low,1
2020-02-29,Considerable,3,Moderate,2,Moderate,2
2020-03-01,Moderate,2,Moderate,2,Low,1
2020-03-02,Moderate,2,Moderate,2,Low,1
2020-03-03,Moderate,2,Moderate,2,Low,1
2020-03-04,Considerable,3,Moderate,2,Low,1
2020-03-05,Considerable,3,Considerable,3,Moderate,2
2020-03-06,Considerable,3,Moderate,2,Low,1
2020-03-07,Considerable,3,Moderate,2,Low,1
2020-03-08,Moderate,2,Moderate,2,Low,1
2020-03-09,Moderate,2,Moderate,2,Low,1
2020-03-10,Moderate,2,Low,1,Low,1
2020-03-11,Moderate,2,Moderate,2,Low,1
2020-03-12,Moderate,2,Moderate,2,Low,1
2020-03-13,Moderate,2,Moderate,2,Low,1
2020-03-14,Moderate,2,Moderate,2,Low,1
2020-03-15,Moderate,2,Moderate,2,Low,1
2020-03-16,Considerable,3,Considerable,3,Considerable,3
2020-03-17,Moderate,2,Moderate,2,Moderate,2
2020-03-18,Moderate,2,Moderate,2,Low,1
2020-03-19,Moderate,2,Low,1,Low,1
2020-03-20,Low,1,Low,1,Low,1
2020-03-21,Low,1,Low,1,Low,1
2020-03-22,Low,1,Low,1,Low,1
2020-03-23,Moderate,2,Low,1,Low,1
2020-03-24,Moderate,2,Low,1,Low,1
2020-03-25,Moderate,2,Low,1,Low,1
2020-03-26,Moderate,2,Low,1,Low,1
2020-03-27,Moderate,2,Moderate,2,Low,1
2020-03-28,Moderate,2,Moderate,2,Low,1
2020-03-29,High,4,Considerable,3,Moderate,2
2020-03-30,Considerable,3,Considerable,3,Moderate,2
2020-03-31,,,,,,
2020-04-01,,,,,,
2020-04-02,,,,,,
2020-04-03,,,,,,
2020-04-04,,,,,,
2020-04-05,,,,,,
2020-04-06,,,,,,
2020-04-07,,,,,,
2020-04-08,,,,,,
2020-04-09,,,,,,
2020-04-10,,,,,,
2020-04-11,,,,,,
2020-04-12,,,,,,
2020-04-13,,,,,,
2020-04-14,,,,,,
2020-04-15,,,,,,
2020-04-16,,,,,,
